REF_ID,TEST_ID,ITEM_ID,NAME,ITEM_TYPE,SUBDOMAIN,DESCRIPTOR,MC_OPTIONS,CORRECT_ANSWER,MAXIMUM_SCORE,ITEM_DIFFICULTY,ITEM_DIFFICULTYLOGIT5,ITEM_DIFFICULTYLOGIT62,ITEM_DIFFICULTYLOGIT5SE,ITEM_DIFFICULTYLOGIT62SE,ITEM_PROFICIENCY_BAND,ITEM_PROFICIENCY_LEVEL,CONTENT_DESCRIPTION,SUBSTITUTE_ITEM_REFIDS,SUBSTITUTE_ITEM_LOCALIDS,SUBSTITUTE_ITEM_PNP_CODES
09abda89-92c9-494f-b0a1-397a2f7f453e,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102109,x00102109,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
09abda89-92c9-494f-b0a1-397a2f7f453e,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102109,x00102109,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
09b12eb7-546f-4518-96b3-8cc717709c54,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100660,x00100660,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
09b12eb7-546f-4518-96b3-8cc717709c54,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100660,x00100660,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
09e96736-49ec-41ff-a03d-97449fd8b23c,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100385,x00100385,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
09e96736-49ec-41ff-a03d-97449fd8b23c,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100385,x00100385,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
09e991ee-ce34-4815-b55c-95236b238177,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102120,x00102120,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
09e991ee-ce34-4815-b55c-95236b238177,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102120,x00102120,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0a2bb1cc-8772-4f9c-954a-9c483868e3d6,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101604,x00101604,IM,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0a2bb1cc-8772-4f9c-954a-9c483868e3d6,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101604,x00101604,IM,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0a5e2873-3a66-4892-b00c-19aeabf0d076,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101517,x00101517,SL,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0a5e2873-3a66-4892-b00c-19aeabf0d076,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101517,x00101517,SL,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0a642805-3b68-4844-99ce-b20559a000d4,53cbed39-96a1-4487-b52e-d28ec27813eb,x00100048,x00100048,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0a642805-3b68-4844-99ce-b20559a000d4,53cbed39-96a1-4487-b52e-d28ec27813eb,x00100048,x00100048,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0adffe54-aed1-4938-8a93-667537c8251f,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101509,x00101509,IA,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0adffe54-aed1-4938-8a93-667537c8251f,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101509,x00101509,IA,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0aeec589-db2d-4d8b-9bd1-bef9132dd0a0,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00101985,x00101985,TE,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0aeec589-db2d-4d8b-9bd1-bef9132dd0a0,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00101985,x00101985,TE,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0af14a46-bdb6-4ebe-8968-54888d80958f,53cbed39-96a1-4487-b52e-d28ec27813eb,x00100043,x00100043,IA,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0af14a46-bdb6-4ebe-8968-54888d80958f,53cbed39-96a1-4487-b52e-d28ec27813eb,x00100043,x00100043,IA,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0af7db00-f340-403a-ae60-d50a0145cd91,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00101964,x00101964,IGA,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0af7db00-f340-403a-ae60-d50a0145cd91,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00101964,x00101964,IGA,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b203fb6-18c1-4735-b8aa-9f84c0b98540,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100320,x00100320,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b203fb6-18c1-4735-b8aa-9f84c0b98540,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100320,x00100320,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b294053-fae6-45d0-80af-f9bebbf1ba4c,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100560,x00100560,IM,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b294053-fae6-45d0-80af-f9bebbf1ba4c,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100560,x00100560,IM,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b39decc-ca5b-4b27-bdc1-42c87bcfc32b,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101633,x00101633,TE,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b39decc-ca5b-4b27-bdc1-42c87bcfc32b,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101633,x00101633,TE,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b520390-d296-4825-b255-90adabdd57af,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,x00102335,x00102335,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b520390-d296-4825-b255-90adabdd57af,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,x00102335,x00102335,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b959c4b-e769-48b0-956d-76bf9d573090,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,x00102448,x00102448,TE,Spelling,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0b959c4b-e769-48b0-956d-76bf9d573090,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,x00102448,x00102448,TE,Spelling,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0ba857db-46cf-436e-833f-628ae662ca1f,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100213,x00100213,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0ba857db-46cf-436e-833f-628ae662ca1f,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100213,x00100213,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bb165ad-118f-46e9-ab8e-1a2a58e62e50,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,x00101674,x00101674,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bb165ad-118f-46e9-ab8e-1a2a58e62e50,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,x00101674,x00101674,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bb165ad-118f-46e9-ab8e-1a2a58e62e50,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,x00101674,x00101674,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bb165ad-118f-46e9-ab8e-1a2a58e62e50,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,x00101674,x00101674,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bb165ad-118f-46e9-ab8e-1a2a58e62e50,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101674,x00101674,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bb165ad-118f-46e9-ab8e-1a2a58e62e50,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101674,x00101674,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bd3904f-d17f-48c1-b1de-d0785482e87a,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101319,x00101319,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bd3904f-d17f-48c1-b1de-d0785482e87a,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101319,x00101319,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bd3904f-d17f-48c1-b1de-d0785482e87a,4276508b-d356-49fd-886a-fd42f64ce72e,x00101319,x00101319,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0bd3904f-d17f-48c1-b1de-d0785482e87a,4276508b-d356-49fd-886a-fd42f64ce72e,x00101319,x00101319,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0c0e3258-77fa-421d-97b7-2c5a4b317a96,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101447,x00101447,IO,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0c0e3258-77fa-421d-97b7-2c5a4b317a96,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101447,x00101447,IO,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0c58a567-5194-4d3d-911d-ae7061ada90f,e5f9101a-354f-4225-83c9-544d27694047,x00101124,x00101124,IGA,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0c58a567-5194-4d3d-911d-ae7061ada90f,e5f9101a-354f-4225-83c9-544d27694047,x00101124,x00101124,IGA,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0c974d85-603f-4be1-bff9-945ca65446ef,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102132,x00102132,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0c974d85-603f-4be1-bff9-945ca65446ef,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102132,x00102132,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0c9bad57-c5aa-476c-834f-a1fca77d5ba0,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,x00102158,x00102158,TE,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0c9bad57-c5aa-476c-834f-a1fca77d5ba0,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,x00102158,x00102158,TE,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0cb363ed-1306-434e-a3d2-0f9be315394e,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101679,x00101679,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0cb363ed-1306-434e-a3d2-0f9be315394e,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101679,x00101679,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0cbe8bec-a04f-4784-840d-048bc1e70ff6,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,x00102626,x00102626,TE,Spelling,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0cbe8bec-a04f-4784-840d-048bc1e70ff6,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,x00102626,x00102626,TE,Spelling,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0cc4e012-afc3-4be0-a5fd-d94faf2e4101,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100581,x00100581,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0cc4e012-afc3-4be0-a5fd-d94faf2e4101,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100581,x00100581,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d165f7d-b19e-41a9-9614-9d3e0c04ffd4,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100582,x00100582,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d165f7d-b19e-41a9-9614-9d3e0c04ffd4,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100582,x00100582,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d2f7687-defd-4551-b3c7-342194b6ad77,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,x00102508,x00102508,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d2f7687-defd-4551-b3c7-342194b6ad77,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,x00102508,x00102508,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d66bd2c-3758-43d7-9bfa-da58d8817074,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100215,x00100215,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d66bd2c-3758-43d7-9bfa-da58d8817074,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100215,x00100215,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d8c38b5-ce77-443c-9c42-35c181f3bd1d,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101363,x00101363,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d8c38b5-ce77-443c-9c42-35c181f3bd1d,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101363,x00101363,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d8ff3fd-0e34-4c69-9f4e-77d38a9ab9c2,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100749,x00100749,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d8ff3fd-0e34-4c69-9f4e-77d38a9ab9c2,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100749,x00100749,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d909342-0e25-428e-8111-77d1d3436046,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100206,x00100206,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0d909342-0e25-428e-8111-77d1d3436046,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100206,x00100206,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0ddb76f5-336a-4629-953a-bf5ded1a30af,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100763,x00100763,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0ddb76f5-336a-4629-953a-bf5ded1a30af,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100763,x00100763,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0df0ba44-63de-4df5-a712-f171b57b4ce1,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101503,x00101503,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
