Year,Year_Level,Item_ID,Strand,LocationInStage,SequenceNumber,Item_Type,Item,Answer,StimulusList,Description,Substrand
2017,9,x00102703,Spelling,2,7,TE,x00102703,,,Descriptor #1,Spelling
2017,5,x00101851,Reading,1,2,MC,x00101851,,"[""knalh672""]",Descriptor #1,Letters
2017,5,x00101851,Reading,1,2,MC,x00101851,,"[""knalh672""]",Descriptor #1,Letters
2017,7,x00101851,Reading,1,10,MC,x00101851,,"[""knalh672""]",Descriptor #1,Letters
2017,7,x00101851,Reading,1,10,MC,x00101851,,"[""knalh672""]",Descriptor #1,Letters
2017,7,x00101851,Reading,3,10,MC,x00101851,,"[""knalh672""]",Descriptor #1,Letters
2017,7,x00101851,Reading,3,10,MC,x00101851,,"[""knalh672""]",Descriptor #1,Letters
2017,9,x00101406,Numeracy,1,16,MC,x00101406,,,Descriptor #1,Numbers
2017,9,x00100486,Grammar and Punctuation,1,17,MC,x00100486,,,Descriptor #1,Grammar
2017,9,x00100486,Grammar and Punctuation,1,17,MC,x00100486,,,Descriptor #1,Grammar
2017,9,x00100500,Grammar and Punctuation,2,5,TE,x00100500,,,Descriptor #1,Grammar
2017,9,x00100500,Grammar and Punctuation,2,5,TE,x00100500,,,Descriptor #1,Grammar
2017,9,x00102698,Spelling,2,2,IC,x00102698,,,Descriptor #1,Spelling
2017,9,x00102698,Spelling,2,2,IC,x00102698,,,Descriptor #1,Spelling
2017,7,x00102124,Reading,1,8,MC,x00102124,,"[""dnpcq075""]",Descriptor #1,Letters
2017,7,x00102124,Reading,1,8,MC,x00102124,,"[""dnpcq075""]",Descriptor #1,Letters
2017,9,x00102686,Spelling,1,1,MC,x00102686,,,Descriptor #1,Spelling
2017,9,x00102686,Spelling,1,1,MC,x00102686,,,Descriptor #1,Spelling
2017,5,x00100220,Grammar and Punctuation,1,11,MC,x00100220,,,Descriptor #1,Grammar
2017,5,x00100220,Grammar and Punctuation,1,11,MC,x00100220,,,Descriptor #1,Grammar
2017,5,x00100826,Numeracy,1,14,TE,x00100826,,,Descriptor #1,Numbers
2017,5,x00100826,Numeracy,1,14,TE,x00100826,,,Descriptor #1,Numbers
2017,3,x00100826,Numeracy,1,6,TE,x00100826,,,Descriptor #1,Numbers
2017,3,x00100826,Numeracy,1,6,TE,x00100826,,,Descriptor #1,Numbers
2017,7,x00102589,Spelling,1,2,COMP,x00102589,,,Descriptor #1,Spelling
2017,7,x00102589,Spelling,1,2,COMP,x00102589,,,Descriptor #1,Spelling
2017,7,x00102619,Spelling,1,10,TE,x00102619,,,Descriptor #1,Spelling
2017,7,x00102619,Spelling,1,10,TE,x00102619,,,Descriptor #1,Spelling
2017,3,x00100010,Grammar and Punctuation,1,9,ET,x00100010,,,Descriptor #1,Grammar
2017,3,x00100010,Grammar and Punctuation,1,9,ET,x00100010,,,Descriptor #1,Grammar
2017,7,x00102004,Reading,1,7,MC,x00102004,,"[""ufasq599""]",Descriptor #1,Letters
2017,7,x00102004,Reading,1,7,MC,x00102004,,"[""ufasq599""]",Descriptor #1,Letters
2017,7,x00100449,Grammar and Punctuation,2,6,TE,x00100449,,,Descriptor #1,Grammar
2017,7,x00100449,Grammar and Punctuation,2,6,TE,x00100449,,,Descriptor #1,Grammar
2017,5,x00100893,Numeracy,2,11,MC,x00100893,,,Descriptor #1,Numbers
2017,5,x00100893,Numeracy,2,11,MC,x00100893,,,Descriptor #1,Numbers
2017,7,x00100405,Grammar and Punctuation,2,14,MC,x00100405,,,Descriptor #1,Grammar
2017,7,x00100405,Grammar and Punctuation,2,14,MC,x00100405,,,Descriptor #1,Grammar
2017,7,x00102085,Reading,1,3,TE,x00102085,,"[""ssova729""]",Descriptor #1,Letters
2017,7,x00102085,Reading,1,3,TE,x00102085,,"[""ssova729""]",Descriptor #1,Letters
2017,9,x00102085,Reading,1,11,TE,x00102085,,"[""ssova729""]",Descriptor #1,Letters
2017,9,x00102085,Reading,1,11,TE,x00102085,,"[""ssova729""]",Descriptor #1,Letters
2017,5,x00101119,Numeracy,2,15,IGO,x00101119,,,Descriptor #1,Numbers
2017,3,x00100719,Numeracy,1,4,TE,x00100719,,,Descriptor #1,Numbers
2017,3,x00100719,Numeracy,1,4,TE,x00100719,,,Descriptor #1,Numbers
2017,5,x00100694,Numeracy,1,3,TE,x00100694,,,Descriptor #1,Numbers
2017,5,x00100694,Numeracy,1,3,TE,x00100694,,,Descriptor #1,Numbers
2017,3,x00100694,Numeracy,1,9,TE,x00100694,,,Descriptor #1,Numbers
2017,3,x00100694,Numeracy,1,9,TE,x00100694,,,Descriptor #1,Numbers
2017,5,x00100890,Numeracy,2,8,MC,x00100890,,,Descriptor #1,Numbers
2017,5,x00100890,Numeracy,2,8,MC,x00100890,,,Descriptor #1,Numbers
2017,5,x00101114,Numeracy,2,11,MC,x00101114,,,Descriptor #1,Numbers
2017,5,x00101114,Numeracy,2,11,MC,x00101114,,,Descriptor #1,Numbers
2017,7,x00101229,Numeracy,2,2,IGA,x00101229,,,Descriptor #1,Numbers
2017,7,x00101229,Numeracy,2,2,IGA,x00101229,,,Descriptor #1,Numbers
2017,9,x00100613,Grammar and Punctuation,2,14,IGO,x00100613,,,Descriptor #1,Grammar
2017,9,x00100613,Grammar and Punctuation,2,14,IGO,x00100613,,,Descriptor #1,Grammar
2017,3,x00100090,Grammar and Punctuation,2,11,MC,x00100090,,,Descriptor #1,Grammar
2017,3,x00100090,Grammar and Punctuation,2,11,MC,x00100090,,,Descriptor #1,Grammar
2017,5,x00101867,Reading,2,2,MC,x00101867,,"[""wcnqy343""]",Descriptor #1,Letters
2017,5,x00101867,Reading,2,2,MC,x00101867,,"[""wcnqy343""]",Descriptor #1,Letters
2017,7,x00101867,Reading,2,10,MC,x00101867,,"[""wcnqy343""]",Descriptor #1,Letters
2017,7,x00101867,Reading,2,10,MC,x00101867,,"[""wcnqy343""]",Descriptor #1,Letters
2017,7,x00101867,Reading,4,10,MC,x00101867,,"[""wcnqy343""]",Descriptor #1,Letters
2017,7,x00101867,Reading,4,10,MC,x00101867,,"[""wcnqy343""]",Descriptor #1,Letters
2017,5,x00101048,Numeracy,1,13,TE,x00101048,,,Descriptor #1,Numbers
2017,5,x00101048,Numeracy,1,13,TE,x00101048,,,Descriptor #1,Numbers
2017,5,x00102730,Writing,1,1,ET,x00102730,,"[""gedlb001""]",Descriptor #1,Expressive Writing
2017,5,x00102730,Writing,1,1,ET,x00102730,,"[""gedlb001""]",Descriptor #1,Expressive Writing
2017,7,x00101988,Reading,4,8,MC,x00101988,,"[""qvrcb598""]",Descriptor #1,Letters
2017,7,x00101988,Reading,4,8,MC,x00101988,,"[""qvrcb598""]",Descriptor #1,Letters
2017,7,x00100360,Grammar and Punctuation,2,21,MC,x00100360,,,Descriptor #1,Grammar
2017,7,x00100360,Grammar and Punctuation,2,21,MC,x00100360,,,Descriptor #1,Grammar
2017,9,x00101530,Numeracy,1,15,IGA,x00101530,,,Descriptor #1,Numbers
2017,9,x00101530,Numeracy,1,15,IGA,x00101530,,,Descriptor #1,Numbers
2017,5,x00100171,Grammar and Punctuation,1,14,MC,x00100171,,,Descriptor #1,Grammar
2017,5,x00100171,Grammar and Punctuation,1,14,MC,x00100171,,,Descriptor #1,Grammar
2017,7,x00102630,Spelling,2,10,MC,x00102630,,,Descriptor #1,Spelling
2017,7,x00102630,Spelling,2,10,MC,x00102630,,,Descriptor #1,Spelling
2017,7,x00101983,Reading,4,3,TE,x00101983,,"[""axqcy563""]",Descriptor #1,Letters
2017,7,x00101983,Reading,4,3,TE,x00101983,,"[""axqcy563""]",Descriptor #1,Letters
2017,5,x00101869,Reading,2,4,SP,x00101869,,"[""hnzqv586""]",Descriptor #1,Letters
2017,5,x00101869,Reading,2,4,SP,x00101869,,"[""hnzqv586""]",Descriptor #1,Letters
2017,7,x00101869,Reading,2,12,SP,x00101869,,"[""hnzqv586""]",Descriptor #1,Letters
2017,7,x00101869,Reading,2,12,SP,x00101869,,"[""hnzqv586""]",Descriptor #1,Letters
2017,7,x00101869,Reading,4,12,SP,x00101869,,"[""hnzqv586""]",Descriptor #1,Letters
2017,7,x00101869,Reading,4,12,SP,x00101869,,"[""hnzqv586""]",Descriptor #1,Letters
2017,5,x00101886,Reading,1,5,MC,x00101886,,"[""ibezh163""]",Descriptor #1,Letters
2017,5,x00101886,Reading,1,5,MC,x00101886,,"[""ibezh163""]",Descriptor #1,Letters
2017,7,x00101886,Reading,1,13,MC,x00101886,,"[""ibezh163""]",Descriptor #1,Letters
2017,7,x00101886,Reading,1,13,MC,x00101886,,"[""ibezh163""]",Descriptor #1,Letters
2017,9,x00101417,Numeracy,2,10,MC,x00101417,,,Descriptor #1,Numbers
2017,9,x00101417,Numeracy,2,10,MC,x00101417,,,Descriptor #1,Numbers
2017,7,x00100406,Grammar and Punctuation,2,15,TE,x00100406,,,Descriptor #1,Grammar
2017,7,x00100406,Grammar and Punctuation,2,15,TE,x00100406,,,Descriptor #1,Grammar
2017,3,x00100077,Grammar and Punctuation,1,24,MC,x00100077,,,Descriptor #1,Grammar
2017,3,x00100077,Grammar and Punctuation,1,24,MC,x00100077,,,Descriptor #1,Grammar
2017,3,x00100152,Grammar and Punctuation,2,21,MC,x00100152,,,Descriptor #1,Grammar
2017,3,x00100152,Grammar and Punctuation,2,21,MC,x00100152,,,Descriptor #1,Grammar
2017,5,x00101121,Numeracy,1,1,MC,x00101121,,,Descriptor #1,Numbers
2017,5,x00101121,Numeracy,1,1,MC,x00101121,,,Descriptor #1,Numbers
2017,3,x00100859,Numeracy,1,9,MC,x00100859,,,Descriptor #1,Numbers
2017,3,x00100859,Numeracy,1,9,MC,x00100859,,,Descriptor #1,Numbers
2017,3,x00100049,Grammar and Punctuation,2,22,TE,x00100049,,,Descriptor #1,Grammar
2017,3,x00100049,Grammar and Punctuation,2,22,TE,x00100049,,,Descriptor #1,Grammar
2017,7,x00102053,Reading,1,5,MC,x00102053,,"[""udrjt626""]",Descriptor #1,Letters
2017,7,x00102053,Reading,1,5,MC,x00102053,,"[""udrjt626""]",Descriptor #1,Letters
2017,9,x00102053,Reading,1,13,MC,x00102053,,"[""udrjt626""]",Descriptor #1,Letters
2017,9,x00102053,Reading,1,13,MC,x00102053,,"[""udrjt626""]",Descriptor #1,Letters
2017,9,x00102053,Reading,3,13,MC,x00102053,,"[""udrjt626""]",Descriptor #1,Letters
2017,9,x00102053,Reading,3,13,MC,x00102053,,"[""udrjt626""]",Descriptor #1,Letters
2017,7,x00102037,Reading,1,6,MC,x00102037,,"[""jiwrv987""]",Descriptor #1,Letters
2017,7,x00102037,Reading,1,6,MC,x00102037,,"[""jiwrv987""]",Descriptor #1,Letters
2017,7,x00100348,Grammar and Punctuation,2,9,TE,x00100348,,,Descriptor #1,Grammar
2017,7,x00100348,Grammar and Punctuation,2,9,TE,x00100348,,,Descriptor #1,Grammar
2017,3,x00102408,Spelling,2,6,IM,x00102408,,,Descriptor #1,Spelling
2017,3,x00102408,Spelling,2,6,IM,x00102408,,,Descriptor #1,Spelling
2017,9,x00102322,Reading,1,2,MC,x00102322,,"[""gjcrz375""]",Descriptor #1,Letters
2017,9,x00102322,Reading,1,2,MC,x00102322,,"[""gjcrz375""]",Descriptor #1,Letters
2017,3,x00101654,Reading,1,1,MC,x00101654,,"[""woqtn648""]",Descriptor #1,Letters
2017,3,x00101654,Reading,1,1,MC,x00101654,,"[""woqtn648""]",Descriptor #1,Letters
2017,3,x00100748,Numeracy,1,3,MC,x00100748,,,Descriptor #1,Numbers
2017,3,x00100748,Numeracy,1,3,MC,x00100748,,,Descriptor #1,Numbers
2017,9,x00101483,Numeracy,1,4,MC,x00101483,,,Descriptor #1,Numbers
2017,9,x00101483,Numeracy,1,4,MC,x00101483,,,Descriptor #1,Numbers
2017,3,x00100108,Grammar and Punctuation,1,3,HS,x00100108,,,Descriptor #1,Grammar
2017,3,x00100108,Grammar and Punctuation,1,3,HS,x00100108,,,Descriptor #1,Grammar
2017,9,x00102702,Spelling,2,6,IM,x00102702,,,Descriptor #1,Spelling
2017,9,x00102702,Spelling,2,6,IM,x00102702,,,Descriptor #1,Spelling
2017,5,x00101089,Numeracy,1,3,PO,x00101089,,,Descriptor #1,Numbers
2017,5,x00101089,Numeracy,1,3,PO,x00101089,,,Descriptor #1,Numbers
2017,7,x00101089,Numeracy,1,11,PO,x00101089,,,Descriptor #1,Numbers
2017,7,x00101089,Numeracy,1,11,PO,x00101089,,,Descriptor #1,Numbers
2017,3,x00102338,Spelling,1,1,TE,x00102338,,"[""mvxva781""]",Descriptor #1,Spelling
2017,3,x00102338,Spelling,1,1,TE,x00102338,,"[""mvxva781""]",Descriptor #1,Spelling
2017,5,x00100243,Grammar and Punctuation,2,8,PO,x00100243,,,Descriptor #1,Grammar
2017,5,x00100243,Grammar and Punctuation,2,8,PO,x00100243,,,Descriptor #1,Grammar
2017,9,x00102638-05-AIA,Spelling,2,6,TE,x00102638-05-AIA,,"[""ysxcj352""]",Descriptor #1,Spelling
2017,3,x00100794,Numeracy,1,4,ET,x00100794,,,Descriptor #1,Numbers
2017,3,x00100794,Numeracy,1,4,ET,x00100794,,,Descriptor #1,Numbers
2017,3,x00102420,Spelling,1,7,MC,x00102420,,,Descriptor #1,Spelling
2017,3,x00102420,Spelling,1,7,MC,x00102420,,,Descriptor #1,Spelling
2017,7,x00101268,Numeracy,1,5,MC,x00101268,,,Descriptor #1,Numbers
2017,7,x00101268,Numeracy,1,5,MC,x00101268,,,Descriptor #1,Numbers
2017,9,x00102700,Spelling,2,4,MC,x00102700,,,Descriptor #1,Spelling
2017,9,x00102700,Spelling,2,4,MC,x00102700,,,Descriptor #1,Spelling
2017,3,x00102403,Spelling,2,1,MC,x00102403,,,Descriptor #1,Spelling
2017,3,x00102403,Spelling,2,1,MC,x00102403,,,Descriptor #1,Spelling
2017,7,x00102599,Spelling,2,1,SL,x00102599,,,Descriptor #1,Spelling
2017,7,x00102599,Spelling,2,1,SL,x00102599,,,Descriptor #1,Spelling
2017,9,x00100493,Grammar and Punctuation,1,24,MC,x00100493,,,Descriptor #1,Grammar
2017,9,x00100493,Grammar and Punctuation,1,24,MC,x00100493,,,Descriptor #1,Grammar
2017,9,x00101490,Numeracy,1,11,MC,x00101490,,,Descriptor #1,Numbers
2017,9,x00101490,Numeracy,1,11,MC,x00101490,,,Descriptor #1,Numbers
2017,5,x00101125,Numeracy,1,5,TE,x00101125,,,Descriptor #1,Numbers
2017,5,x00101125,Numeracy,1,5,TE,x00101125,,,Descriptor #1,Numbers
2017,5,x00101042,Numeracy,1,7,HS,x00101042,,,Descriptor #1,Numbers
2017,5,x00101042,Numeracy,1,7,HS,x00101042,,,Descriptor #1,Numbers
2017,7,x00101254,Numeracy,1,9,PO,x00101254,,,Descriptor #1,Numbers
2017,7,x00101254,Numeracy,1,9,PO,x00101254,,,Descriptor #1,Numbers
2017,7,x00102541,Spelling,2,1,TE,x00102541,,"[""gynhv809""]",Descriptor #1,Spelling
2017,7,x00102541,Spelling,2,1,TE,x00102541,,"[""gynhv809""]",Descriptor #1,Spelling
2017,7,x00101110,Numeracy,2,15,TE,x00101110,,,Descriptor #1,Numbers
2017,7,x00101110,Numeracy,2,15,TE,x00101110,,,Descriptor #1,Numbers
2017,5,x00101110,Numeracy,2,7,TE,x00101110,,,Descriptor #1,Numbers
2017,5,x00101110,Numeracy,2,7,TE,x00101110,,,Descriptor #1,Numbers
2017,3,x00101595,Reading,2,12,HS,x00101595,,"[""hwvkf179""]",Descriptor #1,Letters
2017,3,x00101595,Reading,2,12,HS,x00101595,,"[""hwvkf179""]",Descriptor #1,Letters
2017,7,x00101267,Numeracy,1,4,MC,x00101267,,,Descriptor #1,Numbers
2017,7,x00101267,Numeracy,1,4,MC,x00101267,,,Descriptor #1,Numbers
2017,7,x00101293,Numeracy,2,12,MC,x00101293,,,Descriptor #1,Numbers
2017,7,x00101293,Numeracy,2,12,MC,x00101293,,,Descriptor #1,Numbers
2017,9,x00101560,Numeracy,1,9,MC,x00101560,,,Descriptor #1,Numbers
2017,9,x00101560,Numeracy,1,9,MC,x00101560,,,Descriptor #1,Numbers
2017,7,x00100461,Grammar and Punctuation,2,18,TE,x00100461,,,Descriptor #1,Grammar
2017,7,x00100461,Grammar and Punctuation,2,18,TE,x00100461,,,Descriptor #1,Grammar
2017,5,x00100301,Grammar and Punctuation,2,14,TE,x00100301,,,Descriptor #1,Grammar
2017,5,x00100301,Grammar and Punctuation,2,14,TE,x00100301,,,Descriptor #1,Grammar
2017,9,x00102256,Reading,1,4,MC,x00102256,,"[""rdedi914""]",Descriptor #1,Letters
2017,9,x00102256,Reading,1,4,MC,x00102256,,"[""rdedi914""]",Descriptor #1,Letters
2017,9,x00100511,Grammar and Punctuation,2,16,SP,x00100511,,,Descriptor #1,Grammar
2017,9,x00100511,Grammar and Punctuation,2,16,SP,x00100511,,,Descriptor #1,Grammar
2017,7,x00102586,Spelling,2,9,ET,x00102586,,,Descriptor #1,Spelling
2017,7,x00102586,Spelling,2,9,ET,x00102586,,,Descriptor #1,Spelling
2017,5,x00102440,Spelling,1,5,TE,x00102440,,"[""afrku535""]",Descriptor #1,Spelling
2017,5,x00102440,Spelling,1,5,TE,x00102440,,"[""afrku535""]",Descriptor #1,Spelling
2017,9,x00100499,Grammar and Punctuation,2,4,TE,x00100499,,,Descriptor #1,Grammar
2017,9,x00100499,Grammar and Punctuation,2,4,TE,x00100499,,,Descriptor #1,Grammar
2017,3,x00100789,Numeracy,1,13,TE,x00100789,,,Descriptor #1,Numbers
2017,7,x00100388,Grammar and Punctuation,1,23,SL,x00100388,,,Descriptor #1,Grammar
2017,7,x00100388,Grammar and Punctuation,1,23,SL,x00100388,,,Descriptor #1,Grammar
2017,7,x00101981,Reading,4,1,MC,x00101981,,"[""tccju840""]",Descriptor #1,Letters
2017,7,x00101981,Reading,4,1,MC,x00101981,,"[""tccju840""]",Descriptor #1,Letters
2017,7,x00100434,Grammar and Punctuation,1,17,IGM,x00100434,,,Descriptor #1,Grammar
2017,7,x00100434,Grammar and Punctuation,1,17,IGM,x00100434,,,Descriptor #1,Grammar
2017,5,x00101105,Numeracy,2,2,IM,x00101105,,,Descriptor #1,Numbers
2017,5,x00101105,Numeracy,2,2,IM,x00101105,,,Descriptor #1,Numbers
2017,7,x00101105,Numeracy,2,10,IM,x00101105,,,Descriptor #1,Numbers
2017,7,x00101105,Numeracy,2,10,IM,x00101105,,,Descriptor #1,Numbers
2017,7,x00102573,Spelling,1,6,MC,x00102573,,,Descriptor #1,Spelling
2017,7,x00102573,Spelling,1,6,MC,x00102573,,,Descriptor #1,Spelling
2017,9,x00101451,Numeracy,2,8,TE,x00101451,,,Descriptor #1,Numbers
2017,9,x00101451,Numeracy,2,8,TE,x00101451,,,Descriptor #1,Numbers
2017,5,x00102492,Spelling,1,3,TE,x00102492,,,Descriptor #1,Spelling
2017,5,x00102492,Spelling,1,3,TE,x00102492,,,Descriptor #1,Spelling
2017,5,x00101101,Numeracy,1,15,TE,x00101101,,,Descriptor #1,Numbers
2017,5,x00101101,Numeracy,1,15,TE,x00101101,,,Descriptor #1,Numbers
2017,3,x00101727,Reading,1,4,TE,x00101727,,"[""xhrew091""]",Descriptor #1,Letters
2017,3,x00101727,Reading,1,4,TE,x00101727,,"[""xhrew091""]",Descriptor #1,Letters
2017,5,x00101807,Reading,1,6,MC,x00101807,,"[""nljwp712""]",Descriptor #1,Letters
2017,5,x00101807,Reading,1,6,MC,x00101807,,"[""nljwp712""]",Descriptor #1,Letters
2017,3,x00100811,Numeracy,2,6,TS,x00100811,,,Descriptor #1,Numbers
2017,3,x00100811,Numeracy,2,6,TS,x00100811,,,Descriptor #1,Numbers
2017,3,x00100674,Numeracy,4,4,ET,x00100674,,,Descriptor #1,Numbers
2017,3,x00100674,Numeracy,4,4,ET,x00100674,,,Descriptor #1,Numbers
2017,7,x00100335,Grammar and Punctuation,1,22,MC,x00100335,,,Descriptor #1,Grammar
2017,7,x00100335,Grammar and Punctuation,1,22,MC,x00100335,,,Descriptor #1,Grammar
2017,5,x00101923,Reading,1,10,TE,x00101923,,"[""hmuah422""]",Descriptor #1,Letters
2017,5,x00101923,Reading,1,10,TE,x00101923,,"[""hmuah422""]",Descriptor #1,Letters
2017,3,x00101734,Reading,1,11,MC,x00101734,,"[""cdlrz595""]",Descriptor #1,Letters
2017,3,x00101734,Reading,1,11,MC,x00101734,,"[""cdlrz595""]",Descriptor #1,Letters
2017,5,x00101047,Numeracy,1,12,MC,x00101047,,,Descriptor #1,Numbers
2017,5,x00101047,Numeracy,1,12,MC,x00101047,,,Descriptor #1,Numbers
2017,9,x00102305,Reading,2,2,IA,x00102305,,"[""zbbhb255""]",Descriptor #1,Letters
2017,9,x00102305,Reading,2,2,IA,x00102305,,"[""zbbhb255""]",Descriptor #1,Letters
2017,5,x00101062,Numeracy,1,10,TE,x00101062,,,Descriptor #1,Numbers
2017,5,x00101062,Numeracy,1,10,TE,x00101062,,,Descriptor #1,Numbers
2017,9,x00101488,Numeracy,1,9,MC,x00101488,,,Descriptor #1,Numbers
2017,9,x00101488,Numeracy,1,9,MC,x00101488,,,Descriptor #1,Numbers
2017,3,x00102342,Spelling,1,5,TE,x00102342,,"[""ikpka856""]",Descriptor #1,Spelling
2017,3,x00102342,Spelling,1,5,TE,x00102342,,"[""ikpka856""]",Descriptor #1,Spelling
2017,5,x00101092,Numeracy,1,6,MC,x00101092,,,Descriptor #1,Numbers
2017,5,x00101092,Numeracy,1,6,MC,x00101092,,,Descriptor #1,Numbers
2017,7,x00101092,Numeracy,1,14,MC,x00101092,,,Descriptor #1,Numbers
2017,7,x00101092,Numeracy,1,14,MC,x00101092,,,Descriptor #1,Numbers
2017,9,x00100522,Grammar and Punctuation,1,1,TE,x00100522,,,Descriptor #1,Grammar
2017,9,x00100522,Grammar and Punctuation,1,1,TE,x00100522,,,Descriptor #1,Grammar
2017,3,x00100814,Numeracy,2,9,MC,x00100814,,,Descriptor #1,Numbers
2017,3,x00100814,Numeracy,2,9,MC,x00100814,,,Descriptor #1,Numbers
2017,3,x00102344-02-AIA,Spelling,2,3,TE,x00102344-02-AIA,,"[""uwozr489""]",Descriptor #1,Spelling
2017,5,x00101102,Numeracy,1,15,MC,x00101102,,,Descriptor #1,Numbers
2017,5,x00100255,Grammar and Punctuation,2,20,MC,x00100255,,,Descriptor #1,Grammar
2017,5,x00100255,Grammar and Punctuation,2,20,MC,x00100255,,,Descriptor #1,Grammar
2017,5,x00100634,Numeracy,3,3,COMP,x00100634,,,Descriptor #1,Numbers
2017,5,x00100634,Numeracy,3,3,COMP,x00100634,,,Descriptor #1,Numbers
2017,3,x00100634,Numeracy,1,9,COMP,x00100634,,,Descriptor #1,Numbers
2017,3,x00100634,Numeracy,1,9,COMP,x00100634,,,Descriptor #1,Numbers
2017,5,x00100634,Numeracy,1,3,COMP,x00100634,,,Descriptor #1,Numbers
2017,5,x00100634,Numeracy,1,3,COMP,x00100634,,,Descriptor #1,Numbers
2017,9,x00102279,Reading,2,10,TE,x00102279,,"[""twbwl439""]",Descriptor #1,Letters
2017,9,x00102279,Reading,2,10,TE,x00102279,,"[""twbwl439""]",Descriptor #1,Letters
2017,9,x00101150,Numeracy,1,5,PO,x00101150,,,Descriptor #1,Numbers
2017,9,x00101150,Numeracy,1,5,PO,x00101150,,,Descriptor #1,Numbers
2017,7,x00101150,Numeracy,1,13,PO,x00101150,,,Descriptor #1,Numbers
2017,7,x00101150,Numeracy,1,13,PO,x00101150,,,Descriptor #1,Numbers
2017,7,x00101258,Numeracy,1,13,MC,x00101258,,,Descriptor #1,Numbers
2017,7,x00101258,Numeracy,1,13,MC,x00101258,,,Descriptor #1,Numbers
2017,5,x00101862,Reading,1,13,IGA,x00101862,,"[""ioiml967""]",Descriptor #1,Letters
2017,5,x00101862,Reading,1,13,IGA,x00101862,,"[""ioiml967""]",Descriptor #1,Letters
2017,5,x00101861,Reading,1,12,TE,x00101861,,"[""szbah758""]",Descriptor #1,Letters
2017,5,x00101861,Reading,1,12,TE,x00101861,,"[""szbah758""]",Descriptor #1,Letters
2017,5,x00102435-00-AIA,Spelling,1,1,TE,x00102435-00-AIA,,"[""mvowg836""]",Descriptor #1,Spelling
2017,7,x00100943,Numeracy,1,3,TE,x00100943,,,Descriptor #1,Numbers
2017,7,x00100943,Numeracy,1,3,TE,x00100943,,,Descriptor #1,Numbers
2017,5,x00100943,Numeracy,1,10,TE,x00100943,,,Descriptor #1,Numbers
2017,5,x00100943,Numeracy,1,10,TE,x00100943,,,Descriptor #1,Numbers
2017,5,x00101059,Numeracy,1,7,MC,x00101059,,,Descriptor #1,Numbers
2017,5,x00101059,Numeracy,1,7,MC,x00101059,,,Descriptor #1,Numbers
2017,5,x00101064,Numeracy,1,12,IGGM,x00101064,,,Descriptor #1,Numbers
2017,5,x00101064,Numeracy,1,12,IGGM,x00101064,,,Descriptor #1,Numbers
2017,5,x00102524,Spelling,2,2,SL,x00102524,,,Descriptor #1,Spelling
2017,5,x00102524,Spelling,2,2,SL,x00102524,,,Descriptor #1,Spelling
2017,9,x00100484,Grammar and Punctuation,1,15,TE,x00100484,,,Descriptor #1,Grammar
2017,9,x00100484,Grammar and Punctuation,1,15,TE,x00100484,,,Descriptor #1,Grammar
2017,5,x00100186,Grammar and Punctuation,2,3,MC,x00100186,,,Descriptor #1,Grammar
2017,5,x00100186,Grammar and Punctuation,2,3,MC,x00100186,,,Descriptor #1,Grammar
2017,3,x00100690,Numeracy,1,5,TE,x00100690,,,Descriptor #1,Numbers
2017,3,x00100690,Numeracy,1,5,TE,x00100690,,,Descriptor #1,Numbers
2017,7,x00100338,Grammar and Punctuation,1,25,TE,x00100338,,,Descriptor #1,Grammar
2017,7,x00100338,Grammar and Punctuation,1,25,TE,x00100338,,,Descriptor #1,Grammar
2017,9,x00100509,Grammar and Punctuation,2,14,MC,x00100509,,,Descriptor #1,Grammar
2017,9,x00100509,Grammar and Punctuation,2,14,MC,x00100509,,,Descriptor #1,Grammar
2017,9,x00101307,Numeracy,1,16,COMP,x00101307,,,Descriptor #1,Numbers
2017,9,x00101307,Numeracy,1,16,COMP,x00101307,,,Descriptor #1,Numbers
2017,7,x00101307,Numeracy,1,8,COMP,x00101307,,,Descriptor #1,Numbers
2017,7,x00101307,Numeracy,1,8,COMP,x00101307,,,Descriptor #1,Numbers
2017,3,x00100040,Grammar and Punctuation,2,13,SP,x00100040,,,Descriptor #1,Grammar
2017,3,x00100040,Grammar and Punctuation,2,13,SP,x00100040,,,Descriptor #1,Grammar
2017,9,x00100589,Grammar and Punctuation,1,16,MC,x00100589,,,Descriptor #1,Grammar
2017,9,x00100589,Grammar and Punctuation,1,16,MC,x00100589,,,Descriptor #1,Grammar
2017,5,x00102474,Spelling,1,5,MC,x00102474,,,Descriptor #1,Spelling
2017,5,x00102474,Spelling,1,5,MC,x00102474,,,Descriptor #1,Spelling
2017,3,x00100669,Numeracy,3,13,MC,x00100669,,,Descriptor #1,Numbers
2017,7,x00102089,Reading,1,7,MC,x00102089,,"[""ptupb687""]",Descriptor #1,Letters
2017,7,x00102089,Reading,1,7,MC,x00102089,,"[""ptupb687""]",Descriptor #1,Letters
2017,9,x00102089,Reading,1,15,MC,x00102089,,"[""ptupb687""]",Descriptor #1,Letters
2017,9,x00102089,Reading,1,15,MC,x00102089,,"[""ptupb687""]",Descriptor #1,Letters
2017,7,x00101951,Reading,2,5,IGA,x00101951,,"[""dvomb476""]",Descriptor #1,Letters
2017,7,x00101951,Reading,2,5,IGA,x00101951,,"[""dvomb476""]",Descriptor #1,Letters
2017,9,x00100542,Grammar and Punctuation,1,21,MC,x00100542,,,Descriptor #1,Grammar
