Test,Level,Domain,Type,Testlet Name,Testlet Location In Stage,Testlet Node,Testlet Max. Score," Item Subdomain",Item Descriptor,Item Difficulty,Item Max. Score,Correct Answer,Item Type,Marking Type,Exemplar URL,Item RefID
Reading Year 7,7,Reading,Normal,A2,2,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,19f98376-fa38-4ee0-8bc1-3b77438836e8
Numeracy Year 7,7,Numeracy,Normal,C1,1,C,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,19fb957d-f8c7-4182-90b1-d2f88632214e
Numeracy Year 7,7,Numeracy,Normal,C1,1,C,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,19fb957d-f8c7-4182-90b1-d2f88632214e
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,1a22d708-2071-4a50-a91c-9c37ab2b4865
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,1a22d708-2071-4a50-a91c-9c37ab2b4865
Reading Year 3,3,Reading,Normal,F1,1,F,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1a46db2f-3c62-423a-b301-adf0e6484f48
Reading Year 3,3,Reading,Normal,F1,1,F,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1a46db2f-3c62-423a-b301-adf0e6484f48
Spelling Year 3,3,Spelling,Normal,PD1,1,PD,10,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1a4f3dfc-657c-4d3a-8de1-8172f251624d
Spelling Year 3,3,Spelling,Normal,PD1,1,PD,10,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1a4f3dfc-657c-4d3a-8de1-8172f251624d
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1a624b90-e5ba-47d0-801d-ec175b2daa2f
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1a624b90-e5ba-47d0-801d-ec175b2daa2f
Numeracy Year 5,5,Numeracy,Normal,F1,1,F,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1a7a02fa-5c65-47e6-9590-ff86676f9672
Numeracy Year 5,5,Numeracy,Normal,F1,1,F,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1a7a02fa-5c65-47e6-9590-ff86676f9672
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,1a8efa12-2885-47b8-b674-1c0a78c2f0ef
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,1a8efa12-2885-47b8-b674-1c0a78c2f0ef
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1a8efe64-ce2f-4c92-9d44-49088bd7de22
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1a8efe64-ce2f-4c92-9d44-49088bd7de22
Numeracy Year 9,9,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1ac12970-c04c-4ca7-8717-2496052d0fe4
Numeracy Year 9,9,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1ac12970-c04c-4ca7-8717-2496052d0fe4
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1ac12970-c04c-4ca7-8717-2496052d0fe4
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1ac12970-c04c-4ca7-8717-2496052d0fe4
Reading Year 3,3,Reading,Normal,C1,1,C,13,Letters,Descriptor #1,3,1,,IGM,AS,https://www.assessform.edu.au/Exemplar/1,1ac40609-5b79-44f7-8a15-0681407a3386
Reading Year 3,3,Reading,Normal,C1,1,C,13,Letters,Descriptor #1,3,1,,IGM,AS,https://www.assessform.edu.au/Exemplar/1,1ac40609-5b79-44f7-8a15-0681407a3386
Spelling Year 9,9,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1ae905f1-0341-468d-a3f6-20f9fdd68833
Spelling Year 9,9,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1ae905f1-0341-468d-a3f6-20f9fdd68833
Reading Year 3,3,Reading,Normal,F1,1,F,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1b17d209-e5d0-47d4-8fa1-0889f96e9d8e
Reading Year 3,3,Reading,Normal,F1,1,F,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1b17d209-e5d0-47d4-8fa1-0889f96e9d8e
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1b26fc98-6b53-4d71-aadb-a3640b754ace
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1b26fc98-6b53-4d71-aadb-a3640b754ace
Reading Year 7,7,Reading,Normal,E2,2,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1b418792-3ed9-498d-b5eb-7c61b12d99b3
Reading Year 7,7,Reading,Normal,E2,2,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1b418792-3ed9-498d-b5eb-7c61b12d99b3
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1b418792-3ed9-498d-b5eb-7c61b12d99b3
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1b418792-3ed9-498d-b5eb-7c61b12d99b3
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1b5b8c90-2f8c-4093-80ce-b2069e3c83dd
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1b5b8c90-2f8c-4093-80ce-b2069e3c83dd
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,1b8d77ec-6718-40b7-b96e-2ddc99231102
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,1b8d77ec-6718-40b7-b96e-2ddc99231102
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,1b9e88cb-771f-45f2-83a1-a624ba3d2855
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,1b9e88cb-771f-45f2-83a1-a624ba3d2855
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1bad10f9-39aa-4bd8-929b-1394c4481627
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1bad10f9-39aa-4bd8-929b-1394c4481627
Spelling Year 7,7,Spelling,Normal,SA1,1,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1bb8ab8f-83fb-4b8e-9a82-de4b6ee37e03
Spelling Year 7,7,Spelling,Normal,SA1,1,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1bb8ab8f-83fb-4b8e-9a82-de4b6ee37e03
Numeracy Year 9,9,Numeracy,Normal,C1,1,C,16,Numbers,Descriptor #1,3,1,,MCS,AS,https://www.assessform.edu.au/Exemplar/1,1bec7a5b-9e77-4a03-929d-92766aa4874b
Numeracy Year 9,9,Numeracy,Normal,C1,1,C,16,Numbers,Descriptor #1,3,1,,MCS,AS,https://www.assessform.edu.au/Exemplar/1,1bec7a5b-9e77-4a03-929d-92766aa4874b
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c11e9d9-9f12-4db3-8805-3a21077df7b3
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c11e9d9-9f12-4db3-8805-3a21077df7b3
Spelling Year 7,7,Spelling,Normal,SD2,2,SD,9,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c22eb85-9efd-4b93-914e-907a2e536bd0
Spelling Year 7,7,Spelling,Normal,SD2,2,SD,9,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c22eb85-9efd-4b93-914e-907a2e536bd0
Reading Year 9,9,Reading,Normal,B1,1,B,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1c57aa6e-2a87-472c-83a5-75df162a9795
Reading Year 9,9,Reading,Normal,B1,1,B,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1c57aa6e-2a87-472c-83a5-75df162a9795
Reading Year 7,7,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c5f3a30-d953-4b93-9866-8bf8bb50e5d7
Reading Year 7,7,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c5f3a30-d953-4b93-9866-8bf8bb50e5d7
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c7d85f8-d93a-4818-b09f-c522ef42bd48
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c7d85f8-d93a-4818-b09f-c522ef42bd48
Spelling Year 3,3,Spelling,Normal,SA1,1,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1c822b05-647a-4639-88a9-b6df275998b0
Reading Year 5,5,Reading,Normal,C1,1,C,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1c8dfae7-b445-4898-9cc8-9e0dc26f4903
Reading Year 5,5,Reading,Normal,C1,1,C,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1c8dfae7-b445-4898-9cc8-9e0dc26f4903
Spelling Year 9,9,Spelling,Normal,PD1,1,PD,10,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1cb13f6a-4960-4028-873e-325bdb4d09b8
Spelling Year 9,9,Spelling,Normal,PD1,1,PD,10,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1cb13f6a-4960-4028-873e-325bdb4d09b8
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,IGM,AS,https://www.assessform.edu.au/Exemplar/1,1cd6a5a3-f0b0-4027-8236-1dcb8ef4d455
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,IGM,AS,https://www.assessform.edu.au/Exemplar/1,1cd6a5a3-f0b0-4027-8236-1dcb8ef4d455
Numeracy Year 5,5,Numeracy,Normal,B2,2,B,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1cf753d3-2c1f-446d-a442-bab460ab9f2d
Numeracy Year 5,5,Numeracy,Normal,B2,2,B,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1cf753d3-2c1f-446d-a442-bab460ab9f2d
Numeracy Year 3,3,Numeracy,Normal,E2,2,E,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1cf753d3-2c1f-446d-a442-bab460ab9f2d
Numeracy Year 3,3,Numeracy,Normal,E2,2,E,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1cf753d3-2c1f-446d-a442-bab460ab9f2d
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1d098aab-1cc0-4b75-8810-7066d5e579d9
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1d098aab-1cc0-4b75-8810-7066d5e579d9
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1d250232-d189-47c9-9ee7-5e5d5d3c9bb7
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1d250232-d189-47c9-9ee7-5e5d5d3c9bb7
Numeracy Year 9,9,Numeracy,Normal,D2,2,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1d25d1ee-66c4-4c5a-a148-f956514ae47f
Numeracy Year 9,9,Numeracy,Normal,D2,2,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1d25d1ee-66c4-4c5a-a148-f956514ae47f
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1da03edf-6cb9-41b0-8ff5-b639107c0928
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1da03edf-6cb9-41b0-8ff5-b639107c0928
Numeracy Year 9,9,Numeracy,Normal,C1,1,C,16,Numbers,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,1da4eca6-e2fc-4857-855b-6eee96a22b9a
Numeracy Year 9,9,Numeracy,Normal,C1,1,C,16,Numbers,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,1da4eca6-e2fc-4857-855b-6eee96a22b9a
Spelling Year 7,7,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1da79a06-bf19-4fa6-af16-6ab56f515a59
Spelling Year 7,7,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1da79a06-bf19-4fa6-af16-6ab56f515a59
Spelling Year 9,9,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,1dabf74a-04a3-4945-82aa-e42163d0f3e2
Spelling Year 9,9,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,1dabf74a-04a3-4945-82aa-e42163d0f3e2
Reading Year 3,3,Reading,Normal,D2,2,D,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1dace962-d7d6-4c05-878a-c7467c911a9d
Reading Year 3,3,Reading,Normal,D2,2,D,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1dace962-d7d6-4c05-878a-c7467c911a9d
Reading Year 5,5,Reading,Normal,A2,2,A,15,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1dace962-d7d6-4c05-878a-c7467c911a9d
Reading Year 5,5,Reading,Normal,A2,2,A,15,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1dace962-d7d6-4c05-878a-c7467c911a9d
Reading Year 5,5,Reading,Normal,A4,4,A,15,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1dace962-d7d6-4c05-878a-c7467c911a9d
Reading Year 5,5,Reading,Normal,A4,4,A,15,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1dace962-d7d6-4c05-878a-c7467c911a9d
Reading Year 5,5,Reading,Normal,C1,1,C,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1db80828-7f9a-4e45-bf93-544c5cac571c
Reading Year 5,5,Reading,Normal,C1,1,C,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1db80828-7f9a-4e45-bf93-544c5cac571c
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1dc30ec4-cf3c-4c5d-a276-cc1572b93de6
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1dc30ec4-cf3c-4c5d-a276-cc1572b93de6
Numeracy Year 5,5,Numeracy,Normal,A3,3,A,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1df07878-fc0e-4d5c-9d5f-e66cb0d5e068
Numeracy Year 5,5,Numeracy,Normal,A3,3,A,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1df07878-fc0e-4d5c-9d5f-e66cb0d5e068
Numeracy Year 5,5,Numeracy,Normal,NC2,2,NC,15,Numbers,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,1e2be36b-458b-4940-9e23-1edfdb19f70b
Numeracy Year 5,5,Numeracy,Normal,NC2,2,NC,15,Numbers,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,1e2be36b-458b-4940-9e23-1edfdb19f70b
Numeracy Year 7,7,Numeracy,Normal,NC2,2,NC,16,Numbers,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,1e2be36b-458b-4940-9e23-1edfdb19f70b
Numeracy Year 7,7,Numeracy,Normal,NC2,2,NC,16,Numbers,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,1e2be36b-458b-4940-9e23-1edfdb19f70b
Reading Year 9,9,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e53a3d6-73d3-4234-a7e5-019b21ee1c0d
Reading Year 9,9,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e53a3d6-73d3-4234-a7e5-019b21ee1c0d
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e56b072-6a44-405e-ab3b-517f5bd6f738
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e56b072-6a44-405e-ab3b-517f5bd6f738
Spelling Year 7,7,Spelling,Normal,SD2,2,SD,9,Spelling,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,1e693cac-d7e3-4062-872b-d38021bc8c49
Spelling Year 7,7,Spelling,Normal,SD2,2,SD,9,Spelling,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,1e693cac-d7e3-4062-872b-d38021bc8c49
Reading Year 5,5,Reading,Normal,A2,2,A,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e6d2632-bd83-4667-8bac-c45cff98edb9
Reading Year 5,5,Reading,Normal,A2,2,A,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e6d2632-bd83-4667-8bac-c45cff98edb9
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e7c9be7-2157-4083-968e-2b91222ce814
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e7c9be7-2157-4083-968e-2b91222ce814
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e8ae40b-ea11-4fa3-8444-3c189ad2fc85
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1e8ae40b-ea11-4fa3-8444-3c189ad2fc85
Writing Year 9,9,Writing,Normal,Blank253,1,,1,Expressive Writing,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,1ecb79da-85e3-4551-8772-49e8a49dcf39
Writing Year 9,9,Writing,Normal,Blank253,1,,1,Expressive Writing,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,1ecb79da-85e3-4551-8772-49e8a49dcf39
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1ee095de-5eee-421d-896f-ab59ed1e98d5
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1ee095de-5eee-421d-896f-ab59ed1e98d5
Spelling Year 5,5,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1eeb2169-c619-4303-a4e3-35fb25c743b1
Spelling Year 5,5,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1eeb2169-c619-4303-a4e3-35fb25c743b1
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1ef22435-864a-4265-97aa-b2142bcc8f49
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1ef22435-864a-4265-97aa-b2142bcc8f49
Numeracy Year 5,5,Numeracy,Normal,B2,2,B,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1ef30eae-c5f6-41f5-ad5e-fd1ddf35bd5f
Numeracy Year 5,5,Numeracy,Normal,B2,2,B,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1ef30eae-c5f6-41f5-ad5e-fd1ddf35bd5f
Spelling Year 3,3,Spelling,Normal,SB2,2,SB,9,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1f1dafba-e45f-4df1-9c0f-826ad2929497
Spelling Year 3,3,Spelling,Normal,SB2,2,SB,9,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,1f1dafba-e45f-4df1-9c0f-826ad2929497
Spelling Year 3,3,Spelling,Normal,PB2,2,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1f89853b-f726-49de-b5a4-bc86eaf26901
Spelling Year 3,3,Spelling,Normal,PB2,2,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1f89853b-f726-49de-b5a4-bc86eaf26901
Numeracy Year 5,5,Numeracy,Normal,A2,2,A,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1f9a8430-8fb3-49b1-b9d1-7b30bbc07034
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1fa489b9-c5b4-4629-b3a3-5b2ee3a796d4
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1fa489b9-c5b4-4629-b3a3-5b2ee3a796d4
Numeracy Year 7,7,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1fa489b9-c5b4-4629-b3a3-5b2ee3a796d4
Numeracy Year 7,7,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1fa489b9-c5b4-4629-b3a3-5b2ee3a796d4
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1fcd704b-d94d-48e4-a2c4-ff767f99d422
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1fcd704b-d94d-48e4-a2c4-ff767f99d422
Numeracy Year 3,3,Numeracy,Normal,D1,1,D,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1fe3f6b6-da05-487f-96a0-da269d9c4713
Numeracy Year 3,3,Numeracy,Normal,D1,1,D,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,1fe3f6b6-da05-487f-96a0-da269d9c4713
