School,YrLevel,Domain,REF_ID,PLATFORM_STUDENT_IDENTIFIER,TEST_ID,PATH_TAKEN_FOR_DOMAIN,PARALLEL_TEST,RAW_SCORE,SCALED_SCORE_VALUE,SCALED_SCORE_LOGIT_VALUE,SCALED_SCORE_SE,SCALED_SCORE_LOGIT_SE,STUDENT_DOMAIN_BAND,STUDENT_PROFICIENCY,PLAUSIBLE_SCALED_VALUE
21214,5,Numeracy,617f732c-8c2b-47a7-98ab-f574a22ce5cc,R100000057K,e5f9101a-354f-4225-83c9-544d27694047,A:B:C,A3:B0:C0,,,,,,,,
21213,3,GrammarAndPunctuation,38ff9798-f644-45c4-9ec5-ade9740c725c,R100000034G,53cbed39-96a1-4487-b52e-d28ec27813eb,G,G0,0.00,0.00,22.24,22.23,20.13,0,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,Numeracy,dc2cf877-99aa-4c4e-b43c-648e3a981024,R100000034G,76ac3d80-0bee-45b1-9e17-4652106f1ece,A:B:E,A3:B1:E0,25.00,411.15,22.01,19.23,20.37,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,Spelling,4f6dc5ba-81de-478f-94f6-8ec9121cbdd3,R100000034G,89962801-3783-4217-869b-5485bf1580b1,SA:SD:PD,SA1:SD1:PD1,22.00,447.00,21.35,22.94,21.99,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,9,Spelling,208b9cc1-1bde-439f-a48e-c13b595a2f3b,R100000108M,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SB:PB,SA1:SB1:PB0,20.00,625.00,20.02,21.46,20.58,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,9,Writing,744d5b83-6112-4fa7-b55e-704047c2af4f,R100000108M,2bedd0ac-382b-48a9-8034-2aff74a3818c,,,1.00,655.00,22.66,19.18,18.11,10,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,9,Numeracy,0c963ae0-9970-43da-bd28-57180d0573ac,R100000108M,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,A:B:C:F,A3:B1:C0:F0,33.00,608.12,21.64,18.75,18.25,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,Spelling,4d23c646-2c40-4a1a-92cc-230a600495e2,R100000179R,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SB:PB,SA0:SB1:PB0,21.00,631.00,21.35,19.19,21.87,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,Writing,032e3673-eba6-40f8-baea-90a716fed263,R100000179R,4efda5c8-c168-4b9a-97d7-d0d8588542a3,,,1.00,655.00,22.79,20.40,19.92,10,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,GrammarAndPunctuation,0d7ac2ff-16c4-4ea5-84fd-210f06e1266c,R100000179R,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,GF,F1,17.00,607.00,21.06,20.22,21.60,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,Reading,b94cba6b-7e9b-46f8-8517-24e78a7de4aa,R100000179R,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:D:F,A3:D0:F0,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,Numeracy,7c604542-5f60-46ca-8f18-bc9f39e3d9e2,R100000179R,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,NC:D:C:F,NC1:D1:C0:F0,36.00,589.38,19.56,18.43,19.52,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Numeracy,e67fb306-080c-4037-b415-6234732bbe4c,R100000218E,4276508b-d356-49fd-886a-fd42f64ce72e,CA:B:C:F,CA0:B1:C0:F0,45.00,580.47,18.59,22.26,20.09,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Writing,e1bc82a5-6214-44ea-ae02-4e1aa24e7ba9,R100000218E,544131bb-26b2-488b-9baa-027acb63774f,,,0.00,475.00,18.72,22.75,20.41,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Reading,5902d284-7e9c-4d18-8836-a485475dded4,R100000218E,e73f56be-e4ca-4b88-ad41-a355e2db972f,A:B:F,A1:B0:F0,31.00,571.88,21.59,22.89,22.12,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,GrammarAndPunctuation,8e910161-0580-4900-b32f-0bc5e5953a52,R100000218E,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,GF,F0,18.00,583.00,20.63,19.36,20.04,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,GrammarAndPunctuation,9d64d19f-09c1-4e76-a2c0-d3256faf877c,R100000047M,53cbed39-96a1-4487-b52e-d28ec27813eb,GF,F0,15.00,405.00,18.12,20.54,22.64,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,Reading,02e5c859-3bfa-403c-a22b-1272d9121810,R100000047M,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:D:F,A0:D1:F0,31.00,434.23,21.44,19.32,21.83,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,Spelling,afb115b7-9e96-461d-8667-d62ee3353b9e,R100000047M,89962801-3783-4217-869b-5485bf1580b1,SA:SD:PB,SA0:SD1:PB0,18.00,423.00,19.22,18.33,19.92,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,5,Spelling,50706b9d-b25b-467b-a47f-5b35c9ac3740,R100000113M,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SD:PB,SA1:SD1:PB1,14.00,509.00,22.87,18.96,19.49,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,5,Writing,2235cdca-04b7-4def-a26d-99d9a225dcc4,R100000113M,5c39a5af-d944-4150-ac25-4629ee3d362b,,,1.00,575.00,20.14,19.77,21.01,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,5,GrammarAndPunctuation,cc865414-b380-49a0-8a5a-62b4dc6c0361,R100000113M,80c19e71-68f5-4154-b4d0-ff931766be8b,GE,E1,17.00,527.00,18.52,20.86,19.41,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,5,Reading,07b9f47d-ed28-4c92-a1b7-d1230e22ef4f,R100000113M,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:B:E,A2:B0:E0,27.00,515.00,22.73,18.90,21.49,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,5,Numeracy,ba9aeccc-8ac2-4808-8daa-22f7c8980d0b,R100000113M,e5f9101a-354f-4225-83c9-544d27694047,CA:B:C,CA1:B1:C0,27.00,515.00,21.65,22.10,21.77,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,7,Numeracy,25221183-1460-4dc0-902b-c3dc60dd349f,R100000163D,4276508b-d356-49fd-886a-fd42f64ce72e,CA:B:C:E,CA1:B1:C0:E0,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21218,7,Writing,bf5c7ead-0ea4-4e56-982b-f4d376bd5781,R100000163D,afbed99f-b8db-4ac2-b716-ed71e49961d4,,,0.00,475.00,22.36,18.31,20.79,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,7,Spelling,f481f30a-c349-4a20-bf87-ac37d5da753d,R100000163D,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,SA:SB:PB,SA0:SB0:PB0,16.00,571.00,19.27,21.22,21.83,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,7,Reading,cc49137c-68ad-447c-881b-13f3646f5466,R100000163D,e73f56be-e4ca-4b88-ad41-a355e2db972f,A:D:E,A3:D1:E0,37.00,590.62,19.82,20.01,19.52,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,7,GrammarAndPunctuation,48d2f1a3-5de1-4537-bb23-d5e133cee5bc,R100000163D,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,GE,E1,19.00,589.00,20.02,18.70,22.48,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,Spelling,4482edc9-64a8-45b0-848a-b422ab501dd4,R100000197S,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SB:PD,SA1:SB0:PD1,18.00,613.00,21.27,18.58,20.25,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,Writing,15240392-8245-4a67-b4c4-a6526f36100a,R100000197S,4efda5c8-c168-4b9a-97d7-d0d8588542a3,,,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,GrammarAndPunctuation,b0aa4d87-8f59-4e53-b0d3-1b505dfb0bab,R100000197S,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,GC,C1,18.00,613.00,18.76,20.74,18.32,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21219,9,Reading,5c918239-92a5-4765-9f67-38b7e964b47f,R100000197S,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:B:C,A3:B1:C0,32.00,605.00,20.32,20.93,19.67,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,GrammarAndPunctuation,8d8375fe-4cba-47be-ab12-565a01a89e1f,R100000072G,53cbed39-96a1-4487-b52e-d28ec27813eb,GF,F0,17.00,417.00,21.91,20.42,21.47,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,Reading,1abe4f9a-7a36-4dc5-95b7-88fa1f5299dc,R100000072G,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:B:F,A0:B0:F0,22.00,399.62,18.98,20.57,19.69,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,Spelling,413e8d9b-9637-4ad8-95a4-c810092e6f9a,R100000072G,89962801-3783-4217-869b-5485bf1580b1,SA:SD:PD,SA0:SD1:PD1,19.00,429.00,18.54,18.77,19.11,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,GrammarAndPunctuation,8974feab-cc7f-402a-bcab-b51c3c27babb,R100000132M,53cbed39-96a1-4487-b52e-d28ec27813eb,GC,C0,19.00,429.00,18.66,21.56,18.53,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,Reading,0fa26e30-b1b2-440b-9a6d-80979d69ae9f,R100000132M,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:D:C,A2:D0:C0,27.00,418.85,18.16,21.41,22.43,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,Numeracy,29f7ef9a-4a7b-4e42-a58f-f74af2bea2bb,R100000132M,76ac3d80-0bee-45b1-9e17-4652106f1ece,CA:B:C,CA0:B0:C0,30.00,430.38,19.42,21.17,20.23,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,Spelling,99cdcca4-fb56-4550-9e78-8c63c5147c2c,R100000132M,89962801-3783-4217-869b-5485bf1580b1,SA:SD:PD,SA1:SD0:PD0,18.00,423.00,20.35,20.65,19.19,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,GrammarAndPunctuation,1af03389-3923-44d6-85ab-d12f2da19478,R100000052M,53cbed39-96a1-4487-b52e-d28ec27813eb,GF,F0,18.00,423.00,21.61,18.54,18.86,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,Reading,7dab4241-2ec4-4639-972f-ce6f75c22bc7,R100000052M,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:B:F,A0:B1:F0,28.00,422.69,19.03,20.87,22.88,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,Numeracy,b8fcc38c-7a11-46e6-aeb4-78c35c5a5a2e,R100000052M,76ac3d80-0bee-45b1-9e17-4652106f1ece,CA:D:C,CA1:D0:C0,30.00,430.38,21.45,20.22,21.01,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,Spelling,e9ba1910-c301-44c0-87b2-53e9d2532fc8,R100000052M,89962801-3783-4217-869b-5485bf1580b1,SA:SB:PD,SA0:SB0:PD0,20.00,435.00,18.86,20.12,22.24,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,Numeracy,4336f258-106c-42b0-a209-5893ac97f1eb,R100000236K,4276508b-d356-49fd-886a-fd42f64ce72e,CA:B:C:E,CA0:B0:C0:E0,42.00,573.44,21.45,19.69,20.06,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,Spelling,a82ad59a-5d9d-44b0-bab0-d5ade0813651,R100000236K,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,SA:SD:PB,SA1:SD0:PB0,17.00,577.00,18.80,18.40,20.06,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,Reading,10d97e3a-2fb3-4d80-a729-911aacb74eab,R100000236K,e73f56be-e4ca-4b88-ad41-a355e2db972f,A:B:E,A0:B0:E0,32.00,575.00,22.59,20.29,20.95,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,GrammarAndPunctuation,389ade92-f297-4f67-b02c-96562d3b3c23,R100000236K,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,GE,E1,14.00,559.00,19.35,22.53,22.03,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21212,3,GrammarAndPunctuation,835e4e7d-8a3b-4264-afcf-4db1573a887b,R100000008A,53cbed39-96a1-4487-b52e-d28ec27813eb,GC,C0,21.00,441.00,19.36,20.63,20.51,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21212,3,Reading,5072cdfb-fd49-49cc-b48e-c8ec16f546f5,R100000008A,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:D:C,A1:D1:C0,30.00,430.38,22.77,21.79,21.84,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21212,3,Numeracy,fc3ecff1-6c15-4327-884b-d3d0f0f0994e,R100000008A,76ac3d80-0bee-45b1-9e17-4652106f1ece,A:D:E,A2:D1:E1,,,,,,,,
21212,3,Spelling,f2fb1c07-6032-4dee-b959-defcd015e8e2,R100000008A,89962801-3783-4217-869b-5485bf1580b1,SA:SB:PB,SA1:SB0:PB1,19.00,429.00,21.60,20.28,19.82,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,5,Spelling,4ef7b361-349c-438e-8e2c-0c9b018e011b,R100000094A,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SB:PD,SA0:SB0:PD1,15.00,515.00,21.18,22.91,22.29,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,5,Writing,8e1ff7df-b204-4642-95e8-165e4c3328cd,R100000094A,57eaa9af-3f42-4bb9-b2c0-dd01ad65534d,,,1.00,575.00,22.27,21.64,21.77,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,5,GrammarAndPunctuation,db04334c-01ed-429f-a89f-7b98d05b75d2,R100000094A,80c19e71-68f5-4154-b4d0-ff931766be8b,GC,C0,17.00,527.00,22.87,21.54,21.30,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,5,Reading,e375dbab-8331-497d-bad0-89774a898ab8,R100000094A,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:B:C,A0:B0:C0,30.00,525.00,19.42,22.07,20.31,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,5,Numeracy,df9dd0dd-9e3e-4945-9dec-dc310a14e490,R100000094A,e5f9101a-354f-4225-83c9-544d27694047,A:B:F,A2:B0:F0,33.00,535.00,20.96,19.00,19.46,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Spelling,fe64e1ea-7064-4c23-af4a-8e2ef1718e8c,R100000059D,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SD:PB,SA0:SD0:PB0,18.00,533.00,21.63,21.29,18.85,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Writing,681be88b-bc1e-4d07-aa28-bb9c801f8362,R100000059D,57eaa9af-3f42-4bb9-b2c0-dd01ad65534d,,,1.00,575.00,18.65,22.40,21.06,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,GrammarAndPunctuation,e2dded21-879e-4ca4-8cb8-1288adca82fd,R100000059D,80c19e71-68f5-4154-b4d0-ff931766be8b,GC,C1,19.00,539.00,21.42,19.87,19.06,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Reading,b3cde187-edc5-4b0a-8504-98df8b15d6cf,R100000059D,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:D:C,A2:D1:C0,31.00,528.33,18.06,22.56,22.15,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Numeracy,d44e716b-3a89-46c6-b872-dc1942735793,R100000059D,e5f9101a-354f-4225-83c9-544d27694047,A:D:C,A3:D0:C0,30.00,525.00,20.91,22.76,18.73,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,Numeracy,834806c9-4c11-4fc4-a02c-919c370b88f9,R100000249A,4276508b-d356-49fd-886a-fd42f64ce72e,CA:D:C:E,CA1:D1:C0:E0,46.00,582.81,20.93,20.40,19.12,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,Writing,e508e007-6699-4ca8-b894-a5b40487c7f4,R100000249A,afbed99f-b8db-4ac2-b716-ed71e49961d4,,,0.00,475.00,21.27,18.19,19.06,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,Spelling,e982ad77-f566-4f2e-b7c9-0d937f94acab,R100000249A,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,SA:SD:PD,SA1:SD0:PD0,18.00,583.00,18.56,18.72,22.94,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,Reading,fe901464-f245-4796-b348-87d242150563,R100000249A,e73f56be-e4ca-4b88-ad41-a355e2db972f,A:B:F,A1:B0:F0,36.00,587.50,19.16,20.89,20.83,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,7,GrammarAndPunctuation,c949638a-dcd7-4434-a3b9-5f7f0d5e8ae8,R100000249A,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,GF,F1,17.00,577.00,19.17,20.79,19.50,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Numeracy,366dfd76-c20b-4d7e-b297-71007e833af4,R100000201S,4276508b-d356-49fd-886a-fd42f64ce72e,NC:D:E:F,NC1:D0:E0:F0,48.00,587.50,20.35,21.23,22.71,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Writing,5ab6565d-a9f9-424d-b9ee-6306bdec2d5e,R100000201S,544131bb-26b2-488b-9baa-027acb63774f,,,1.00,625.00,18.10,21.55,20.31,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Spelling,90cb751a-b4f1-4251-83fb-1945f4e47761,R100000201S,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,SA:SB:PB,SA0:SB0:PB1,14.00,559.00,21.15,18.29,20.15,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Reading,38d02154-1fba-437c-865f-01f07505512f,R100000201S,e73f56be-e4ca-4b88-ad41-a355e2db972f,A:B:E,A3:B0:E1,30.00,568.75,22.26,22.85,22.87,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,GrammarAndPunctuation,5df79df8-b783-4472-9339-8d9e886f3c87,R100000201S,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,GE,E1,16.00,571.00,19.69,20.53,21.44,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,GrammarAndPunctuation,3c83bb12-4900-4b82-a45b-3fcbb6396fec,R100000126A,53cbed39-96a1-4487-b52e-d28ec27813eb,GF,F0,19.00,429.00,21.41,21.10,18.10,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,Reading,e0ece36d-edff-4ce9-9075-beff035aa904,R100000126A,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:D:F,A3:D0:F0,29.00,426.54,20.37,18.30,18.99,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,Numeracy,86ca565c-88a0-47e0-896f-42446c35d2d9,R100000126A,76ac3d80-0bee-45b1-9e17-4652106f1ece,A:B:F,A1:B0:F0,28.00,422.69,22.04,22.60,20.00,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Spelling,409c0169-fcc3-4d01-bbbc-46623db37f14,R100000144D,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SB:PB,SA0:SB1:PB1,22.00,557.00,22.71,20.47,19.87,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Writing,4e8c196e-6df0-4fee-bed7-2bca17b0577d,R100000144D,57eaa9af-3f42-4bb9-b2c0-dd01ad65534d,,,1.00,575.00,21.30,19.52,22.95,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,GrammarAndPunctuation,efd65868-06cc-442b-99a9-5851e9ab1bb2,R100000144D,80c19e71-68f5-4154-b4d0-ff931766be8b,GC,C1,18.00,533.00,22.79,21.13,18.73,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Reading,dab9efb5-3a82-4f9f-961d-f2b74ffbf3d3,R100000144D,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:D:C,A3:D1:C0,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Numeracy,dd539cd5-6671-4964-93db-e5e5bd671a59,R100000144D,e5f9101a-354f-4225-83c9-544d27694047,CA:B:C,CA0:B1:C0,35.00,541.67,19.25,19.01,21.48,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,7,Writing,c903f941-5e14-4764-bf5c-abde9379db9d,R100000134H,544131bb-26b2-488b-9baa-027acb63774f,,,0.00,475.00,21.07,18.13,22.82,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,7,Reading,3308d91d-cfc7-4b48-9e87-7fa1eb2e8441,R100000134H,e73f56be-e4ca-4b88-ad41-a355e2db972f,A:D:F,A3:D0:F0,32.00,575.00,20.26,19.35,20.92,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,7,GrammarAndPunctuation,fc7bc842-e1f9-4cc4-b0b6-edf9999994cc,R100000134H,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,GF,F1,18.00,583.00,21.90,22.68,21.50,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Spelling,a5f555d7-946f-4c1e-a7cb-2e4374ad908d,R100000133G,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SB:PD,SA0:SB1:PD0,19.00,539.00,18.77,20.31,21.85,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Writing,eeaaddad-4ac9-464e-b658-31c90727ec9e,R100000133G,57eaa9af-3f42-4bb9-b2c0-dd01ad65534d,,,1.00,575.00,20.45,20.94,21.92,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,GrammarAndPunctuation,98069207-1547-4a18-b995-ec53c2473977,R100000133G,80c19e71-68f5-4154-b4d0-ff931766be8b,GF,F0,13.00,503.00,22.36,19.58,18.28,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Reading,96f1631c-8d6f-430f-ac59-78f987417786,R100000133G,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:B:F,A0:B0:F0,35.00,541.67,22.63,21.03,21.21,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Numeracy,484c02f7-054e-4a85-97f5-b3f95fbec22d,R100000133G,e5f9101a-354f-4225-83c9-544d27694047,A:D:C,A3:D1:C0,33.00,535.00,20.69,21.36,18.91,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Spelling,df332c68-755b-4a9a-aaef-8671c50781e5,R100000064D,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SB:PD,SA1:SB1:PD1,13.00,503.00,19.71,20.14,21.91,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,GrammarAndPunctuation,92ec73e9-a3e1-497b-b220-334e166d3a99,R100000064D,80c19e71-68f5-4154-b4d0-ff931766be8b,GF,F1,17.00,527.00,20.12,19.05,19.57,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Reading,e2373c36-a216-4dad-aaf5-6f7819a4cca2,R100000064D,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:B:F,A2:B1:F0,27.00,515.00,20.43,21.43,22.65,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Numeracy,ee1d69af-4b7e-490a-8d9c-03bcc8de6629,R100000064D,e5f9101a-354f-4225-83c9-544d27694047,CA:B:C,CA0:B0:C0,35.00,541.67,20.66,20.23,20.67,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,7,Numeracy,995998bf-fa54-436b-b815-4c0607e10443,R100000117R,4276508b-d356-49fd-886a-fd42f64ce72e,CA:D:C:F,CA0:D1:C0:F0,42.00,573.44,22.01,21.67,21.51,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,7,Writing,dd25a05a-303e-4da4-bd66-fd80ef3b48c4,R100000117R,afbed99f-b8db-4ac2-b716-ed71e49961d4,,,0.00,475.00,19.50,21.19,18.98,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,7,Spelling,e438a9c5-156b-4b28-b619-7cc182ba9e33,R100000117R,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,SA:SB:PD,SA1:SB1:PD0,19.00,589.00,19.29,18.03,18.31,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,7,Reading,62bce375-44f3-4a49-ab31-7230e311330a,R100000117R,e73f56be-e4ca-4b88-ad41-a355e2db972f,A:D:F,A2:D1:F0,32.00,575.00,22.77,21.82,21.55,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,GrammarAndPunctuation,a4d9aaa9-d0bb-4d34-a9c7-e2ac669c7c10,R100000041S,53cbed39-96a1-4487-b52e-d28ec27813eb,GC,C0,18.00,423.00,19.70,20.16,18.61,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,Reading,d9b51a88-8ec0-431c-9241-1004fb60705a,R100000041S,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:B:C,A0:B0:C0,20.00,391.92,19.73,22.90,22.45,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,Numeracy,c4ab84c9-184b-4128-9da2-a8889c52e744,R100000041S,76ac3d80-0bee-45b1-9e17-4652106f1ece,CA:D:E,CA0:D1:E0,28.00,422.69,20.41,18.02,18.26,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21213,3,Spelling,59f8da12-4519-41c1-8426-6e60922bb845,R100000041S,89962801-3783-4217-869b-5485bf1580b1,SA:SD:PD,SA0:SD0:PD0,19.00,429.00,18.80,22.65,19.45,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Spelling,abe550fc-e949-4d45-b869-d44a96abe096,R100000070A,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SD:PD,SA0:SD0:PD0,18.00,533.00,18.62,19.04,21.02,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Reading,1d876dfd-283c-46d1-b908-4f628a028afc,R100000070A,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:D:C,A1:D0:C0,31.00,528.33,19.15,20.64,18.10,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
