School,YrLevel,Domain,REF_ID,PLATFORM_STUDENT_IDENTIFIER,SCHOOL_ACARA_ID,TEST_ID,PARTICIPATION_CODE,PARTICIPATION_TEXT,ADJUSTMENT,DEVICE,TEST_DATE,TEST_START_TIME,LAPSED_TIME_TEST
21215,5,Numeracy,c4813f2d-3ff2-47e7-b111-72ee61fdc0ae,R100000080R,21215,x001068010_Numeracy,P,Present,"[""ZTFAO"",""ETD""]",,,,
21220,9,Spelling,59617b8b-2208-4c07-a27e-f98cd7d97d4e,R100000217K,21220,x001068024_Spelling,P,Present,,,,,
21220,9,Writing,4de194c6-682d-4abf-848c-68101b7f436d,R100000217K,21220,x001068020_Writing,P,Present,,,,,
21220,9,GrammarAndPunctuation,05816835-bc1d-46c6-971b-7f80112749c9,R100000217K,21220,x001068023_Grammar and Punctuation,P,Present,,,,,
21220,9,Reading,eebf632e-142a-4ec5-bb1d-5bb97536cebd,R100000217K,21220,x001068019_Reading,P,Present,"[""ETC"",""AIA""]",,,,
21220,9,Numeracy,839439e3-c2ba-48d0-8ecb-f7b73aec40e3,R100000217K,21220,x001068022_Numeracy,P,Present,"[""ETC"",""AIA""]",,,,
21221,5,Spelling,538faace-c671-4c2b-a096-b44e93455d85,R100000240R,21221,x001068012_Spelling,P,Present,,,,,
21221,5,Writing,31e466fe-95eb-4c3c-84f0-3f8e8f2f4579,R100000240R,21221,x00106808_Writing,P,Present,,,,,
21221,5,GrammarAndPunctuation,911710ff-e179-4afe-abcd-ecc8c252652d,R100000240R,21221,x001068011_Grammar and Punctuation,P,Present,,,,,
21221,5,Reading,94742f51-0753-4f52-824a-8d2ef95a6d66,R100000240R,21221,x00106807_Reading,P,Present,,,,,
21221,5,Numeracy,b6606822-41ce-4517-ba4e-0f86385a96c8,R100000240R,21221,x001068010_Numeracy,R,Refused,,,,,
21215,3,GrammarAndPunctuation,5872c113-6cb7-49e0-8bfa-69f90a7b7a36,R100000087H,21215,x00106805_Grammar and Punctuation,P,Present,,,,,
21215,3,Reading,6fa661b5-7553-486b-a680-517b81d0e395,R100000087H,21215,x00106801_Reading,P,Present,,,,,
21215,3,Numeracy,00c5bf82-248f-4f35-8ebc-968a157cdf40,R100000087H,21215,x00106804_Numeracy,E,Exempt,"[""COL""]",,,,
21215,3,Spelling,05d6b747-1e87-4895-9e8f-cb465e498a50,R100000087H,21215,x00106806_Spelling,P,Present,"[""AIA"",""ETD""]",,,,
21217,3,GrammarAndPunctuation,dec9c200-dda1-4837-b02b-fd306afcd5fa,R100000125P,21217,x00106805_Grammar and Punctuation,P,Present,,,,,
21217,3,Reading,45867a37-2ca7-47f5-a759-ef5b67e96931,R100000125P,21217,x00106801_Reading,E,Exempt,,,,,
21217,3,Numeracy,6fba1dc7-68d9-4cdf-b572-50b58cf1ace8,R100000125P,21217,x00106804_Numeracy,P,Present,,,,,
21217,3,Spelling,3da42210-67b6-4931-992c-d01d8303fe6d,R100000125P,21217,x00106806_Spelling,P,Present,,,,,
21216,9,Spelling,aaad8ad4-0773-4b90-a19d-ba7034cf28e6,R100000109G,21216,x001068024_Spelling,P,Present,,,,,
21216,9,Writing,594d5c0d-b999-4213-aae7-9fb84f3f1431,R100000109G,21216,x001068020_Writing,P,Present,,,,,
21216,9,GrammarAndPunctuation,43a4b5ad-30df-45be-b609-2c5afaf9bed2,R100000109G,21216,x001068023_Grammar and Punctuation,P,Present,"[""AIA"",""AIV""]",,,,
21216,9,Reading,215279e4-9ef0-487d-a487-3d37d76cab86,R100000109G,21216,x001068019_Reading,S,Sanctioned Abandonment,,,,,
21216,9,Numeracy,445b5364-4c3f-4ddf-97ce-8e1603b8eed1,R100000109G,21216,x001068022_Numeracy,P,Present,,,,,
21221,3,GrammarAndPunctuation,5f2aaa3e-3509-4a37-9788-247edfb4dd33,R100000227G,21221,x00106805_Grammar and Punctuation,P,Present,,,,,
21221,3,Reading,ff88748e-148a-4426-b87f-57604dead587,R100000227G,21221,x00106801_Reading,P,Present,,,,,
21221,3,Numeracy,77c8ce87-8a6b-46f6-8b10-817a8710d332,R100000227G,21221,x00106804_Numeracy,P,Present,"[""ETC"",""AIA""]",,,,
21221,3,Spelling,17844a6a-2e57-4505-a9a2-a814af4d049e,R100000227G,21221,x00106806_Spelling,P,Present,,,,,
21212,5,Spelling,aa770eb4-f5ef-4ed3-83b9-d7d229493e2a,R100000019K,21212,x001068012_Spelling,S,Sanctioned Abandonment,,,,,
21212,5,Writing,b14af55d-b58c-4fc0-9860-54abf2c3aacd,R100000019K,21212,x00106808_Writing,P,Present,,,,,
21212,5,GrammarAndPunctuation,3e647da0-cd59-4919-a7ea-3f862d6c9fe5,R100000019K,21212,x001068011_Grammar and Punctuation,P,Present,,,,,
21212,5,Reading,e5bf2fc2-aa8f-4c4e-8192-9af31330cba9,R100000019K,21212,x00106807_Reading,P,Present,,,,,
21212,5,Numeracy,b6f355d7-c727-4bb1-8b4a-a856753a5796,R100000019K,21212,x001068010_Numeracy,P,Present,,,,,
21218,9,Spelling,75b8dced-2c4d-48bf-9075-fd8c386ff3c0,R100000171G,21218,x001068024_Spelling,P,Present,,,,,
21218,9,Writing,7794ed85-9ae7-454d-8618-8fa4e448d487,R100000171G,21218,x001068020_Writing,P,Present,"[""AIA"",""ETC""]",,,,
21218,9,GrammarAndPunctuation,06b75c2a-6c2f-4f8d-ad1b-66b23c5e0fa4,R100000171G,21218,x001068023_Grammar and Punctuation,P,Present,,,,,
21218,9,Reading,cb537102-db7a-415c-b583-6b3ad530bf23,R100000171G,21218,x001068019_Reading,P,Present,,,,,
21218,9,Numeracy,5696401d-29c8-4f59-864c-62d27b95578b,R100000171G,21218,x001068022_Numeracy,P,Present,,,,,
21216,7,Numeracy,5c15ab50-c819-4e3a-9b4c-25ba9b9104ae,R100000105H,21216,x001068016_Numeracy,P,Present,,,,,
21216,7,Writing,010ad4e9-13bd-49f9-8aeb-54dfedafc2ce,R100000105H,21216,x001068015_Writing_alt,E,Exempt,"[""AIA"",""ETB""]",,,,
21216,7,Spelling,f58fbec1-4bea-4361-8a28-5db59bd3166e,R100000105H,21216,x001068018_Spelling,S,Sanctioned Abandonment,,,,,
21216,7,Reading,33776b65-a6a6-40de-9f80-f98a03755103,R100000105H,21216,x001068013_Reading,S,Sanctioned Abandonment,,,,,
21216,7,GrammarAndPunctuation,22d7cc17-e26c-4bb3-82ba-e09ba6a9e1e3,R100000105H,21216,x001068017_Grammar and Punctuation,P,Present,,,,,
21219,9,Spelling,6105615d-97db-45b1-979a-7d3e0f8770d9,R100000199K,21219,x001068024_Spelling,P,Present,"[""AIA"",""ETD""]",,,,
21219,9,Writing,718e3cf3-f258-4f44-a84a-3bd965ee918f,R100000199K,21219,x001068021_Writing_alt,P,Present,,,,,
21219,9,GrammarAndPunctuation,c4939bcf-48bb-4129-b9e6-1b7d90c04f00,R100000199K,21219,x001068023_Grammar and Punctuation,P,Present,,,,,
21219,9,Reading,9cf1aa7e-cf08-4a6a-a3b8-7296beda6c2f,R100000199K,21219,x001068019_Reading,P,Present,"[""ETA"",""CAL""]",,,,
21219,9,Numeracy,788fc804-5e0f-49b0-a1e1-7ff4ca54ac17,R100000199K,21219,x001068022_Numeracy,P,Present,,,,,
21213,5,Spelling,eb4bd0aa-c7d1-4aab-be66-abd2111d996e,R100000048G,21213,x001068012_Spelling,P,Present,,,,,
21213,5,Writing,b1b1e434-9c25-4250-a4f5-3841bf272411,R100000048G,21213,x00106809_Writing_alt,S,Sanctioned Abandonment,"[""AIA"",""AIV""]",,,,
21213,5,GrammarAndPunctuation,fb330d2e-3650-45e8-b71e-35f324bef31a,R100000048G,21213,x001068011_Grammar and Punctuation,A,Absent,,,,,
21213,5,Reading,4a668822-c609-4728-aec0-409928b39f58,R100000048G,21213,x00106807_Reading,P,Present,,,,,
21213,5,Numeracy,941c1b9d-7bbf-4f25-820f-0a044fd27ab1,R100000048G,21213,x001068010_Numeracy,P,Present,,,,,
21221,7,Numeracy,9c4d060d-7a40-4833-a84f-58a4668b2e66,R100000232G,21221,x001068016_Numeracy,P,Present,,,,,
21221,7,Writing,6b7b4987-22ab-4cff-8383-96e86fda9de8,R100000232G,21221,x001068014_Writing,P,Present,,,,,
21221,7,Spelling,3d97fc90-c9fb-4718-8f2e-dd40660c8477,R100000232G,21221,x001068018_Spelling,P,Present,"[""AIA""]",,,,
21221,7,Reading,a7311557-8a84-4713-befc-78ab2d427e7c,R100000232G,21221,x001068013_Reading,P,Present,,,,,
21221,7,GrammarAndPunctuation,1b73ff84-8ed6-454b-9210-b8c8af1c0c95,R100000232G,21221,x001068017_Grammar and Punctuation,P,Present,,,,,
21217,3,GrammarAndPunctuation,47a3bed0-94cb-47e2-8b32-f225f490db51,R100000148H,21217,x00106805_Grammar and Punctuation,P,Present,,,,,
21217,3,Reading,d97447de-f580-4ded-a250-2fe0973cd4e2,R100000148H,21217,x00106801_Reading,P,Present,,,,,
21217,3,Numeracy,1ef0a95f-30df-4848-a071-6c6e045c599d,R100000148H,21217,x00106804_Numeracy,P,Present,,,,,
21217,3,Spelling,ae64ffe7-5f9b-4da9-8c06-58554372ce1b,R100000148H,21217,x00106806_Spelling,P,Present,,,,,
21217,3,GrammarAndPunctuation,86da54ad-93cc-404f-9028-f3d8600e5b66,R100000147G,21217,x00106805_Grammar and Punctuation,P,Present,,,,,
21217,3,Reading,a36fb083-c1ad-4bcb-811b-c0f65bb38938,R100000147G,21217,x00106801_Reading,P,Present,,,,,
21217,3,Numeracy,77586e24-a339-4563-810d-d5ae8e5e70b3,R100000147G,21217,x00106804_Numeracy,P,Present,,,,,
21217,3,Spelling,ec570ef0-0f8a-420b-8d38-f38f778bd6d9,R100000147G,21217,x00106806_Spelling,P,Present,,,,,
21220,7,Numeracy,78ef0cfb-9e90-4ada-9174-55d110ae90a1,R100000210P,21220,x001068016_Numeracy,X,No Longer Enrolled,,,,,
21220,7,Writing,4673b522-1112-4fe1-ab07-09bccac65aa6,R100000210P,21220,x001068015_Writing_alt,P,Present,,,,,
21220,7,Spelling,e6529502-40f4-440d-aa07-023f54858dca,R100000210P,21220,x001068018_Spelling,P,Present,,,,,
21220,7,Reading,84458e5f-1e96-42d3-8ee4-fb0489d63a57,R100000210P,21220,x001068013_Reading,P,Present,,,,,
21220,7,GrammarAndPunctuation,01cd3afe-2821-477f-acf7-36309e8fea98,R100000210P,21220,x001068017_Grammar and Punctuation,P,Present,,,,,
21212,3,GrammarAndPunctuation,26e7b901-b130-4bec-95fc-bae3fcb02d92,R100000004R,21212,x00106805_Grammar and Punctuation,P,Present,,,,,
21212,3,Reading,0d1f5de9-56e7-4b82-be81-c9845b3b9535,R100000004R,21212,x00106801_Reading,P,Present,"[""CAL"",""AIA""]",,,,
21212,3,Numeracy,f317b114-4e1d-479a-81eb-be5259800272,R100000004R,21212,x00106804_Numeracy,P,Present,,,,,
21212,3,Spelling,d9baade0-5f08-48ca-971d-80f2ae976d8d,R100000004R,21212,x00106806_Spelling,P,Present,,,,,
21214,3,GrammarAndPunctuation,d2e0d85d-7f54-4cea-b0c9-9aeeda432ef7,R100000069P,21214,x00106805_Grammar and Punctuation,P,Present,,,,,
21214,3,Reading,510ccf66-d3e3-47f6-b3cb-8378e6258a66,R100000069P,21214,x00106801_Reading,P,Present,,,,,
21214,3,Numeracy,c80e2420-afd5-45f0-94ae-27da26d8700f,R100000069P,21214,x00106804_Numeracy,P,Present,,,,,
21214,3,Spelling,1eb61ecd-0e06-4024-871b-1b89360cbc76,R100000069P,21214,x00106806_Spelling,P,Present,,,,,
21221,3,GrammarAndPunctuation,66b55128-967e-4606-8500-804a2c2e8333,R100000238D,21221,x00106805_Grammar and Punctuation,P,Present,,,,,
21221,3,Reading,44f57b54-865e-4d8a-8921-97fe157e7c13,R100000238D,21221,x00106801_Reading,S,Sanctioned Abandonment,,,,,
21221,3,Numeracy,16dca96e-c00e-4f8f-b395-67317ea97195,R100000238D,21221,x00106804_Numeracy,P,Present,"[""ETB"",""AIA""]",,,,
21221,3,Spelling,860462fa-28fb-49e5-870d-f3efaf6e362a,R100000238D,21221,x00106806_Spelling,P,Present,,,,,
21218,9,Spelling,b85e0ab1-badd-4278-a0b8-f33648ea2561,R100000156K,21218,x001068024_Spelling,P,Present,,,,,
21218,9,Writing,08281fbc-1a5c-489e-abc1-01f9c343fae7,R100000156K,21218,x001068021_Writing_alt,P,Present,"[""ETB"",""AIA""]",,,,
21218,9,GrammarAndPunctuation,d6326e11-24b3-4893-ac77-d172fe08fa23,R100000156K,21218,x001068023_Grammar and Punctuation,P,Present,,,,,
21218,9,Reading,0ceb2cfd-cde8-4987-9e56-cd08a4039b7e,R100000156K,21218,x001068019_Reading,P,Present,,,,,
21218,9,Numeracy,77d279aa-e1dc-4b57-9b4f-d6d99568c494,R100000156K,21218,x001068022_Numeracy,P,Present,,,,,
21212,3,GrammarAndPunctuation,40f22896-2395-4dd7-95f1-3219257842fe,R100000024K,21212,x00106805_Grammar and Punctuation,P,Present,,,,,
21212,3,Reading,b73f47f7-b781-40bb-a834-a3d009c1c6cb,R100000024K,21212,x00106801_Reading,P,Present,,,,,
21212,3,Numeracy,fa906e57-765f-4ac3-8d6d-258c06e466b6,R100000024K,21212,x00106804_Numeracy,P,Present,,,,,
21212,3,Spelling,159c7bca-87c2-4cb6-a2a8-7992799c76e5,R100000024K,21212,x00106806_Spelling,P,Present,,,,,
21215,3,GrammarAndPunctuation,b658dd66-6ae4-4a05-a7a0-d33e3768babb,R100000089A,21215,x00106805_Grammar and Punctuation,P,Present,,,,,
21215,3,Reading,c87a669a-091c-4e6d-8165-e94642ad3bd6,R100000089A,21215,x00106801_Reading,P,Present,,,,,
21215,3,Numeracy,c74d272f-deda-4431-a712-947637f7fc6d,R100000089A,21215,x00106804_Numeracy,P,Present,,,,,
21215,3,Spelling,c8330fee-9a09-4c89-8d52-1fc6d4577124,R100000089A,21215,x00106806_Spelling,P,Present,,,,,
21213,3,GrammarAndPunctuation,c2756349-7fa7-4c92-905f-f8078174e34c,R100000038K,21213,x00106805_Grammar and Punctuation,P,Present,"[""AIA"",""ETD""]",,,,
21213,3,Reading,3fea8cc2-c764-4d47-bae2-acb6d997b5a1,R100000038K,21213,x00106801_Reading,P,Present,,,,,
21213,3,Numeracy,8c813f06-820b-4dd7-a779-8abf556836b5,R100000038K,21213,x00106804_Numeracy,P,Present,"[""CAL"",""AIA""]",,,,
21213,3,Spelling,871b2e03-9f8f-4945-bc88-91f60930d62c,R100000038K,21213,x00106806_Spelling,P,Present,,,,,
21214,3,GrammarAndPunctuation,6640f11e-7b17-49a1-9712-29d0a7436b48,R100000071M,21214,x00106805_Grammar and Punctuation,P,Present,"[""CAL"",""AIA""]",,,,
21214,3,Reading,59cb05a1-607e-4335-81aa-08ce07440f23,R100000071M,21214,x00106801_Reading,P,Present,,,,,
21214,3,Numeracy,49b43c9a-6c04-4c34-a81b-321930ebb956,R100000071M,21214,x00106804_Numeracy,P,Present,,,,,
21214,3,Spelling,3a8b64e7-9c28-46a7-81c0-32fb7f46f627,R100000071M,21214,x00106806_Spelling,P,Present,,,,,
21216,7,Numeracy,7aae6e68-3952-455b-bdec-1d2d8d795e39,R100000114G,21216,x001068016_Numeracy,P,Present,"[""ETB"",""AIA""]",,,,
21216,7,Writing,089e6d0d-96bc-4c85-b42b-aad69c1bd64d,R100000114G,21216,x001068014_Writing,P,Present,,,,,
21216,7,Spelling,2509ebe8-dad4-415b-a297-25f6cb9e2849,R100000114G,21216,x001068018_Spelling,P,Present,"[""ETC"",""ETB""]",,,,
21216,7,Reading,1b02276b-7dd5-456d-8e5b-f9894bea1f06,R100000114G,21216,x001068013_Reading,P,Present,,,,,
21216,7,GrammarAndPunctuation,ee7aa594-1c89-42fc-a667-32e0addee090,R100000114G,21216,x001068017_Grammar and Punctuation,P,Present,"[""COL"",""AIA""]",,,,
21216,9,Spelling,bcd162a0-71ca-421d-8a88-1678c5f1c60c,R100000107A,21216,x001068024_Spelling,P,Present,,,,,
21216,9,Writing,eee3ca14-ad84-432f-a276-e52400273681,R100000107A,21216,x001068020_Writing,W,Withdrawn,,,,,
21216,9,GrammarAndPunctuation,ad3f9630-90d2-49b9-ac19-29646d05c2ab,R100000107A,21216,x001068023_Grammar and Punctuation,P,Present,,,,,
21216,9,Reading,22aa15d1-39ba-4012-8398-4ef39f544c85,R100000107A,21216,x001068019_Reading,P,Present,,,,,
21216,9,Numeracy,ef93cfbd-1d96-4e64-9a91-9fc11598bf02,R100000107A,21216,x001068022_Numeracy,P,Present,,,,,
21214,5,Spelling,c111bf88-1ce3-4994-8dcb-0c22cb418300,R100000057K,21214,x001068012_Spelling,P,Present,,,,,
21214,5,Writing,7fa41985-1656-4ab8-bcd6-8dc1408dcf5f,R100000057K,21214,x00106808_Writing,A,Absent,,,,,
21214,5,GrammarAndPunctuation,62aead07-82a2-47a4-886b-decfa9b4a375,R100000057K,21214,x001068011_Grammar and Punctuation,P,Present,,,,,
21214,5,Reading,c4ddc7bd-c8cc-482a-a602-db1a98ce8b4d,R100000057K,21214,x00106807_Reading,P,Present,,,,,
21214,5,Numeracy,ade2e4c1-fa38-41e7-862a-eb5b455947b7,R100000057K,21214,x001068010_Numeracy,S,Sanctioned Abandonment,,,,,
21213,3,GrammarAndPunctuation,0427b336-c208-4e54-a03c-f2d26170d303,R100000034G,21213,x00106805_Grammar and Punctuation,P,Present,,,,,
21213,3,Reading,b01bd8e0-d068-490b-88ab-8b06498d7842,R100000034G,21213,x00106801_Reading,E,Exempt,,,,,
21213,3,Numeracy,edd964e4-f148-4a76-8b97-5c3d781f802e,R100000034G,21213,x00106804_Numeracy,P,Present,,,,,
21213,3,Spelling,54843d90-9f14-449d-8c30-54b03971a8c8,R100000034G,21213,x00106806_Spelling,P,Present,"[""ETC"",""AIA""]",,,,
21216,9,Spelling,32b6d93d-ebba-44b0-9c35-e5e3b65a3c64,R100000108M,21216,x001068024_Spelling,P,Present,,,,,
21216,9,Writing,78e880cf-572c-49bf-8b0b-72f0ae11fd52,R100000108M,21216,x001068021_Writing_alt,P,Present,,,,,
21216,9,GrammarAndPunctuation,eeeaa93d-f4fa-4ffe-9f97-17eaf0150195,R100000108M,21216,x001068023_Grammar and Punctuation,E,Exempt,,,,,
21216,9,Reading,21b80a92-aed6-474b-bdbe-69c6c155b712,R100000108M,21216,x001068019_Reading,X,No Longer Enrolled,,,,,
21216,9,Numeracy,2e898c53-5c67-4d99-9a00-e07385f2c3b5,R100000108M,21216,x001068022_Numeracy,P,Present,,,,,
21219,9,Spelling,eb537203-be1e-47b1-a876-bdd5d0e81406,R100000179R,21219,x001068024_Spelling,P,Present,,,,,
21219,9,Writing,a07846be-997f-4157-93a8-93d229976d90,R100000179R,21219,x001068020_Writing,P,Present,,,,,
21219,9,GrammarAndPunctuation,5ce9e0a2-634e-4e52-96dc-d343e9208a78,R100000179R,21219,x001068023_Grammar and Punctuation,P,Present,"[""AIA""]",,,,
21219,9,Reading,69f8877f-56ed-42f5-8617-37088fdb8545,R100000179R,21219,x001068019_Reading,R,Refused,,,,,
21219,9,Numeracy,032eb93a-3f62-4266-a77f-3104b61c4680,R100000179R,21219,x001068022_Numeracy,P,Present,,,,,
21220,7,Numeracy,6a427411-b7a1-4943-8ebe-27babad1ee12,R100000218E,21220,x001068016_Numeracy,P,Present,,,,,
21220,7,Writing,0dfd8162-2cf0-4fe4-83ff-0b5b758d30a9,R100000218E,21220,x001068015_Writing_alt,P,Present,,,,,
21220,7,Spelling,10a2f33b-68cd-43cc-943c-70138faf16d2,R100000218E,21220,x001068018_Spelling,C,Cancelled,,,,,
21220,7,Reading,e5ad8c13-2ba0-456c-9513-acbcec4d7060,R100000218E,21220,x001068013_Reading,P,Present,,,,,
21220,7,GrammarAndPunctuation,b5361012-ec67-47c2-9a0f-37cfc156b326,R100000218E,21220,x001068017_Grammar and Punctuation,P,Present,,,,,
21213,3,GrammarAndPunctuation,e51eaa9b-9719-4886-814b-b27f0bda76a5,R100000047M,21213,x00106805_Grammar and Punctuation,P,Present,"[""AIA"",""ZTFAO""]",,,,
21213,3,Reading,175d0a8b-0d40-4229-8a28-3523dd18dd50,R100000047M,21213,x00106801_Reading,P,Present,,,,,
21213,3,Numeracy,a18a369b-8f28-471e-b3b1-72619dddc267,R100000047M,21213,x00106804_Numeracy,W,Withdrawn,,,,,
21213,3,Spelling,c91c5144-a75a-451a-acd0-6c0a378bd77c,R100000047M,21213,x00106806_Spelling,P,Present,,,,,
21216,5,Spelling,9540563e-9b78-43ae-b89c-c77722293118,R100000113M,21216,x001068012_Spelling,P,Present,,,,,
21216,5,Writing,6c71fbb9-ae67-4397-8122-a6b49f82a4ca,R100000113M,21216,x00106808_Writing,P,Present,,,,,
21216,5,GrammarAndPunctuation,ecd86be5-413c-414d-b5e0-21b6dd8a9367,R100000113M,21216,x001068011_Grammar and Punctuation,P,Present,,,,,
21216,5,Reading,85b0f473-d122-47b1-a0ab-dd8043c12abd,R100000113M,21216,x00106807_Reading,P,Present,,,,,
21216,5,Numeracy,ba1254d3-8731-4e13-a7d3-07f3c668dde2,R100000113M,21216,x001068010_Numeracy,P,Present,,,,,
21218,7,Numeracy,28ef4bd6-5fc2-4a83-bf0a-dd2fa7123ded,R100000163D,21218,x001068016_Numeracy,R,Refused,"[""AIA""]",,,,
21218,7,Writing,1c428eb1-cb69-42ff-b6a9-3b0ff09c0bd9,R100000163D,21218,x001068014_Writing,P,Present,,,,,
21218,7,Spelling,7cd82065-0b81-4b6a-a46b-ef5d9d8ecaf7,R100000163D,21218,x001068018_Spelling,P,Present,,,,,
21218,7,Reading,2e6d76b0-5b14-447f-8ea8-5dc5c9284214,R100000163D,21218,x001068013_Reading,P,Present,,,,,
21218,7,GrammarAndPunctuation,424aa98f-6c5e-4ba6-bee8-eef340cc8876,R100000163D,21218,x001068017_Grammar and Punctuation,P,Present,,,,,
21219,9,Spelling,bb1fc26b-4b69-452a-90ad-371b6ac6b079,R100000197S,21219,x001068024_Spelling,P,Present,,,,,
21219,9,Writing,b74fef51-3a80-4746-b296-9a08f83524fa,R100000197S,21219,x001068020_Writing,R,Refused,,,,,
21219,9,GrammarAndPunctuation,5ee66339-22eb-48a5-a12d-5747f331d266,R100000197S,21219,x001068023_Grammar and Punctuation,P,Present,,,,,
21219,9,Reading,6338ae40-f742-4fdd-b35c-7fbd2e724d41,R100000197S,21219,x001068019_Reading,P,Present,"[""AIV"",""AIA""]",,,,
21219,9,Numeracy,3a24d002-b1b8-4c2b-83cf-e7f6df46b0a3,R100000197S,21219,x001068022_Numeracy,C,Cancelled,,,,,
21214,3,GrammarAndPunctuation,9eb40a0b-ae89-4b72-9d9e-466b03579e3e,R100000072G,21214,x00106805_Grammar and Punctuation,P,Present,,,,,
21214,3,Reading,d20e5875-251d-4f30-bbf5-a716c5240744,R100000072G,21214,x00106801_Reading,P,Present,,,,,
21214,3,Numeracy,c5f01bcc-d474-4ee3-8da7-4e2c6519db92,R100000072G,21214,x00106804_Numeracy,A,Absent,,,,,
21214,3,Spelling,30dc2f04-ba4c-4808-b93f-f68c706cd1a0,R100000072G,21214,x00106806_Spelling,P,Present,,,,,
21217,3,GrammarAndPunctuation,7fbcad0c-2a16-4a90-83e1-350a6438f048,R100000132M,21217,x00106805_Grammar and Punctuation,P,Present,,,,,
21217,3,Reading,dd260e5e-0de6-42b7-b9ae-c4f5ebfd5f1b,R100000132M,21217,x00106801_Reading,P,Present,,,,,
21217,3,Numeracy,c41daf9e-4369-4235-bcba-432afec1cc39,R100000132M,21217,x00106804_Numeracy,P,Present,,,,,
21217,3,Spelling,673aeef0-3b48-4ad3-9081-3d6471705c0f,R100000132M,21217,x00106806_Spelling,P,Present,"[""ETC"",""SUP""]",,,,
21214,3,GrammarAndPunctuation,0716edd3-6899-46e1-b51f-084209190956,R100000052M,21214,x00106805_Grammar and Punctuation,P,Present,,,,,
21214,3,Reading,79c46956-d022-4769-ae93-180e65ca2f45,R100000052M,21214,x00106801_Reading,P,Present,,,,,
21214,3,Numeracy,8d82b769-81d9-4721-b923-6b85b05afbe5,R100000052M,21214,x00106804_Numeracy,P,Present,,,,,
21214,3,Spelling,c921f15b-57ad-4c55-94ea-b5bdd0a0c6a7,R100000052M,21214,x00106806_Spelling,P,Present,,,,,
21221,7,Numeracy,465957db-791c-4a8d-8a42-e82462a4c7c0,R100000236K,21221,x001068016_Numeracy,P,Present,,,,,
21221,7,Writing,17eca499-0579-4bb3-ad58-3e72ff293631,R100000236K,21221,x001068014_Writing,X,No Longer Enrolled,,,,,
21221,7,Spelling,3a8c8e63-54a2-4dc9-9cf4-843d0fa647e0,R100000236K,21221,x001068018_Spelling,P,Present,,,,,
21221,7,Reading,39754f4c-d1ae-4341-8511-6940d33464fa,R100000236K,21221,x001068013_Reading,P,Present,,,,,
21221,7,GrammarAndPunctuation,64d4e2e7-1ba4-4e56-94c9-8664b0f7a34b,R100000236K,21221,x001068017_Grammar and Punctuation,P,Present,,,,,
21212,3,GrammarAndPunctuation,e29ed150-9f71-4a35-af4c-25574fac6099,R100000008A,21212,x00106805_Grammar and Punctuation,P,Present,,,,,
21212,3,Reading,3de75734-d67f-4699-a07e-bfdae707d18a,R100000008A,21212,x00106801_Reading,P,Present,,,,,
21212,3,Numeracy,938b0ce5-8ec8-444c-87fc-c841bb12da76,R100000008A,21212,x00106804_Numeracy,S,Sanctioned Abandonment,,,,,
21212,3,Spelling,fa0414be-6aed-4ff3-898f-d1d5c38a11b3,R100000008A,21212,x00106806_Spelling,P,Present,,,,,
21215,5,Spelling,dff3f722-baed-4200-88a8-d0c5cd3fcbf1,R100000094A,21215,x001068012_Spelling,P,Present,,,,,
21215,5,Writing,092dcf31-1e50-434a-b543-589ae67e5972,R100000094A,21215,x00106809_Writing_alt,P,Present,,,,,
21215,5,GrammarAndPunctuation,097232c5-0a4d-4e72-baec-78390c85b54a,R100000094A,21215,x001068011_Grammar and Punctuation,P,Present,"[""AIV"",""AIA""]",,,,
21215,5,Reading,6ae59600-b1e6-48be-954c-cf0b321d79c8,R100000094A,21215,x00106807_Reading,P,Present,,,,,
21215,5,Numeracy,9ab3b539-f640-4151-be14-fde46d0d965b,R100000094A,21215,x001068010_Numeracy,P,Present,,,,,
21214,5,Spelling,dc2b7221-9662-43bd-a3de-2729b22ea2d7,R100000059D,21214,x001068012_Spelling,P,Present,,,,,
21214,5,Writing,3725102b-d586-49cd-adc3-3d16dfb6636b,R100000059D,21214,x00106809_Writing_alt,P,Present,"[""CAL"",""AIA""]",,,,
21214,5,GrammarAndPunctuation,9b60fe5a-305e-4c19-a71d-9dbf12bbbb0d,R100000059D,21214,x001068011_Grammar and Punctuation,P,Present,,,,,
21214,5,Reading,2f1d3486-844a-4d8b-af9a-a7d30358223e,R100000059D,21214,x00106807_Reading,P,Present,,,,,
21214,5,Numeracy,3ed11c93-f0e4-4052-bdc0-33f9ba610fdd,R100000059D,21214,x001068010_Numeracy,P,Present,,,,,
21221,7,Numeracy,22205f77-47c0-4658-8c87-7503e394027f,R100000249A,21221,x001068016_Numeracy,P,Present,,,,,
21221,7,Writing,311d5a82-85c9-4c0a-b275-4de1f62afd2f,R100000249A,21221,x001068014_Writing,P,Present,,,,,
21221,7,Spelling,8c211a3a-8a81-4bc7-b758-51d6b2e9a8c7,R100000249A,21221,x001068018_Spelling,P,Present,,,,,
21221,7,Reading,b2e06160-2ee1-4a63-bf9c-875a354b6285,R100000249A,21221,x001068013_Reading,P,Present,"[""AIA"",""ETB""]",,,,
21221,7,GrammarAndPunctuation,b560e0ff-cc60-4b8a-a9b6-bee2016353d5,R100000249A,21221,x001068017_Grammar and Punctuation,P,Present,,,,,
